model_id,random_test_mse,random_test_pearson,drug_test_mse,drug_test_pearson,cell_line_test_mse,cell_line_test_pearson,drug_and_cell_line_test_mse,drug_and_cell_line_test_pearson,cv10_10k_mse,drug_and_cell_line_cv10_10k_mse,drug_and_cell_line_cv10_10k_pearson
no_genes,20.25023415772613,0.550455310509516,27.907377997214834,0.031646965345391284,21.87033367622752,0.5614096728707321,24.71524943681119,0.3799996050072116,16.908253549746124,19.776439302974346,0.3316184180489664
pca128,19.04190770111344,0.5892189943581719,25.092786396312192,0.12393760151724047,36.02842263172418,0.40941038112578176,31.99514963363815,0.30315479396561457,14.92367250878626,19.61315337143593,0.35214171189460436
