gene_id,gene_symbol,pathway_id,pathway_name,degree
hsa:623,BDKRB1,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:624,BDKRB2,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:6300,MAPK12,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:6714,SRC,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:7442,TRPV1,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),17
hsa:79054,TRPM8,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),7
hsa:801,CALM1,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:805,CALM2,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:808,CALM3,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:810,CALML3,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:815,CAMK2A,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:816,CAMK2B,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:817,CAMK2D,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:818,CAMK2G,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:8398,PLA2G6,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),4
hsa:8503,PIK3R3,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:8605,PLA2G4C,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),4
hsa:8681,JMJD7-PLA2G4B,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),4
hsa:8989,TRPA1,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),7
hsa:91860,CALML4,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),2
hsa:9311,ASIC3,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human),1
hsa:10000,AKT3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:10092,ARPC5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10093,ARPC4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10094,ARPC3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10095,ARPC1B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10096,ACTR3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10097,ACTR2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10109,ARPC2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10152,ABI2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:10163,WASF2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:10297,APC2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:10298,PAK4; serine/threonine-protein kinase PAK 4 isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:103910,MYL12B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:10398,MYL9,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:10451,VAV3; guanine nucleotide exchange factor VAV3 isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:10458,BAIAP2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:10552,ARPC1A,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:10627,MYL12A,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:10672,GNA13,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:106821730,BUB1B-PAK6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:1072,CFL1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:1073,CFL2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:10787,NCKAP1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:10788,IQGAP2; ras GTPase-activating-like protein IQGAP2 isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:110117499,P3R3URF-PIK3R3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1128,CHRM1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:1129,CHRM2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:1131,CHRM3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:1132,CHRM4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:1133,CHRM5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:128239,IQGAP3; ras GTPase-activating-like protein IQGAP3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1398,CRK,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:1399,CRKL; crk-like protein,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:1729,DIAPH1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1730,DIAPH2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1793,DOCK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1902,LPAR1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:1950,EGF,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:1956,EGFR,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:200576,PIKFYVE,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:207,AKT1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:208,AKT2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:2147,F2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2149,F2R,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:221178,SPATA13,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:2245,FGD1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:2246,FGF1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2247,FGF2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2248,FGF3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2249,FGF4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2250,FGF5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2251,FGF6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2252,FGF7,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2253,FGF8,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2254,FGF9,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2255,FGF10,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2260,FGFR1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:2261,FGFR3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:2263,FGFR2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:2264,FGFR4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:22800,RRAS2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:22801,ITGA11,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:22808,MRAS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:23191,CYFIP1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:2335,FN1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:23365,ARHGEF12,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:23396,PIP5K1C,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:26281,FGF20,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:26291,FGF21; fibroblast growth factor 21 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:26999,CYFIP2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:27006,FGF22; fibroblast growth factor 22 isoform 1 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:2768,GNA12,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:2846,LPAR4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:28964,GIT1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:28984,RGCC,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:2909,ARHGAP35,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:2934,GSN,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:29895,MYL11,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:3071,NCKAP1L,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:324,APC,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:3265,HRAS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:340156,MYLK4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:345456,PFN3; profilin-3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3630,INS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:3645,INSRR,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3655,ITGA6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3672,ITGA1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3673,ITGA2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3674,ITGA2B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3675,ITGA3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3676,ITGA4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3678,ITGA5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3679,ITGA7; integrin alpha-7 isoform 7 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3680,ITGA9,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3681,ITGAD,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3682,ITGAE,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3683,ITGAL,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3684,ITGAM,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3685,ITGAV,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3687,ITGAX,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3688,ITGB1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3689,ITGB2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:369,ARAF,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:3690,ITGB3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3691,ITGB4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3693,ITGB5; integrin beta-5 isoform a precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3694,ITGB6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3695,ITGB7; integrin beta-7 isoform a precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3696,ITGB8; integrin beta-8 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:375189,PFN4; profilin-4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3827,KNG1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:3845,KRAS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:387,RHOA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:3984,LIMK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:3985,LIMK2; LIM domain kinase 2 isoform 2a,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:4342,MOS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4478,MSN,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:4627,MYH9,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4628,MYH10,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4629,MYH11,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4633,MYL2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:4636,MYL5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:4638,MYLK,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4659,PPP1R12A,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4660,PPP1R12B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:4893,NRAS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:5058,PAK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:5062,PAK2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:5063,PAK3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:50649,ARHGEF4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5154,PDGFA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:5155,PDGFB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:5156,PDGFRA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:51571,CYRIB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:5159,PDGFRB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:5216,PFN1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:5217,PFN2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:5290,PIK3CA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5291,PIK3CB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5293,PIK3CD,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5295,PIK3R1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5296,PIK3R2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5305,PIP4K2A,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:54434,SSH1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:54776,PPP1R12C,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:54961,SSH3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:5499,PPP1CA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5500,PPP1CB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5501,PPP1CC,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:55740,ENAH,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:55845,BRK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:5594,MAPK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5595,MAPK3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:55970,GNG12,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:56034,PDGFC,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:5604,MAP2K1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5605,MAP2K2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:56924,PAK6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:57121,LPAR5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:57144,PAK5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:57180,ACTR3B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:5747,PTK2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:5829,PXN; paxillin isoform 2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:58498,MYL7,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:5879,RAC1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),11
hsa:5880,RAC2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),11
hsa:5881,RAC3; ras-related C3 botulinum toxin substrate 3 isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),11
hsa:5894,RAF1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:5962,RDX,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:60,ACTB,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),8
hsa:6093,ROCK1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),7
hsa:623,BDKRB1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:6237,RRAS,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:624,BDKRB2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:6387,CXCL12,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:653857,ACTR3C,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:6548,SLC9A1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:6654,SOS1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:6655,SOS2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:6714,SRC,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:673,BRAF,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:7074,TIAM1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:71,ACTG1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),8
hsa:7114,TMSB4X,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:727,C5,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:729,C6; complement component C6 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:730,C7; complement component C7 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:731,C8A; complement component C8 alpha chain preproprotein,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:732,C8B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:733,C8G,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:735,C9,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:7409,VAV1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:7410,VAV2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:7414,VCL,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:7430,EZR,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:7852,CXCR4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:79784,MYH14,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:79837,PIP4K2C,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:80310,PDGFD,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:8074,FGF23,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:81,ACTN4,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:81553,CYRIA,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:81624,DIAPH3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:81873,ARPC5L,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:8394,PIP5K1A; phosphatidylinositol 4-phosphate 5-kinase type-1 alpha isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:8395,PIP5K1B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:8396,PIP4K2B,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:8503,PIK3R3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:8515,ITGA10,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:8516,ITGA8; integrin alpha-8 isoform 1 preproprotein,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:85366,MYLK2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:85464,SSH2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:85477,SCIN; scinderin isoform 1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:87,ACTN1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:8817,FGF18,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:8822,FGF17,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:8823,FGF16,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:8826,IQGAP1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:8874,ARHGEF7,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:8936,WASF1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:8976,WASL,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:89846,FGD3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:9087,TMSB4Y,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:9138,ARHGEF1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),3
hsa:9170,LPAR2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:91807,MYLK3,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),2
hsa:93408,MYL10,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),4
hsa:9459,ARHGEF6,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),6
hsa:9475,ROCK2,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),7
hsa:9564,BCAR1,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),0
hsa:9965,FGF19; fibroblast growth factor 19 precursor,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),1
hsa:998,CDC42,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),5
hsa:10112,KIF20A,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10120,ACTR1B,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10121,ACTR1A,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10126,DNAL4,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10376,TUBA1B,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10381,TUBB3,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10382,TUBB4A,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10383,TUBB4B,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:103910,MYL12B,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10398,MYL9,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10540,DCTN2,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:1062,CENPE,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10627,MYL12A,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10671,DCTN6,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:10749,KIF1C,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:11004,KIF2C,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:11127,KIF3A,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:11258,DCTN3,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:112714,TUBA3E; tubulin alpha-3E chain,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:113220,KIF12,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:113457,TUBA3D,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:124602,KIF19,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:126820,DNAI3,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:127602,DNAH14,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:140465,MYL6B,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:140469,MYO3B; myosin-IIIb isoform 2,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:140735,DYNLL2,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:146439,BICDL2,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:146754,DNAH2,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:146909,KIF18B; kinesin-like protein KIF18B isoform 1,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:147700,KLC3,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:1639,DCTN1,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:1767,DNAH5,path:hsa04814,Motor proteins - Homo sapiens (human),0
hsa:1768,DNAH6,path:hsa04814,Motor proteins - Homo sapiens (human),0
