gene_id,gene_symbol,pathway_id,pathway_name,degree
hsa:2778,GNAS,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:28514,DLL1,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:2852,GPER1,path:hsa01522,Endocrine resistance - Homo sapiens (human),6
hsa:2885,GRB2,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:3265,HRAS,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:3479,IGF1,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:3480,IGF1R,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:369,ARAF,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:3714,JAG2,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:3725,JUN,path:hsa01522,Endocrine resistance - Homo sapiens (human),7
hsa:3845,KRAS,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:399694,SHC4,path:hsa01522,Endocrine resistance - Homo sapiens (human),4
hsa:4193,MDM2,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:4313,MMP2,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4318,MMP9,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4851,NOTCH1,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4853,NOTCH2,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4854,NOTCH3,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4855,NOTCH4,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:4893,NRAS,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:5290,PIK3CA,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5291,PIK3CB,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5293,PIK3CD,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5295,PIK3R1,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5296,PIK3R2,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:53358,SHC3,path:hsa01522,Endocrine resistance - Homo sapiens (human),4
hsa:54567,DLL4,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:5469,MED1,path:hsa01522,Endocrine resistance - Homo sapiens (human),15
hsa:5566,PRKACA,path:hsa01522,Endocrine resistance - Homo sapiens (human),8
hsa:5567,PRKACB,path:hsa01522,Endocrine resistance - Homo sapiens (human),8
hsa:5568,PRKACG,path:hsa01522,Endocrine resistance - Homo sapiens (human),8
hsa:5594,MAPK1,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:5595,MAPK3,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:5599,MAPK8,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5600,MAPK11,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5601,MAPK9,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5602,MAPK10,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5603,MAPK13,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:5604,MAP2K1,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:5605,MAP2K2,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:572,BAD,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:5747,PTK2,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:581,BAX,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:5894,RAF1,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:5925,RB1,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:595,CCND1,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:596,BCL2,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:6198,RPS6KB1,path:hsa01522,Endocrine resistance - Homo sapiens (human),6
hsa:6199,RPS6KB2,path:hsa01522,Endocrine resistance - Homo sapiens (human),6
hsa:6300,MAPK12,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:638,BIK,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:6464,SHC1,path:hsa01522,Endocrine resistance - Homo sapiens (human),4
hsa:6654,SOS1,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:6655,SOS2,path:hsa01522,Endocrine resistance - Homo sapiens (human),2
hsa:6667,SP1; transcription factor Sp1 isoform a,path:hsa01522,Endocrine resistance - Homo sapiens (human),6
hsa:6714,SRC,path:hsa01522,Endocrine resistance - Homo sapiens (human),10
hsa:673,BRAF,path:hsa01522,Endocrine resistance - Homo sapiens (human),3
hsa:7157,TP53,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:8202,NCOA3,path:hsa01522,Endocrine resistance - Homo sapiens (human),15
hsa:8503,PIK3R3,path:hsa01522,Endocrine resistance - Homo sapiens (human),5
hsa:8647,ABCB11,path:hsa01522,Endocrine resistance - Homo sapiens (human),0
hsa:9611,NCOR1,path:hsa01522,Endocrine resistance - Homo sapiens (human),1
hsa:10057,ABCC5,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:10257,ABCC4,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:113235,SLC46A1,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:1147,CHUK,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:1244,ABCC2,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:1719,DHFR,path:hsa01523,Antifolate resistance - Homo sapiens (human),2
hsa:200895,DHFR2,path:hsa01523,Antifolate resistance - Homo sapiens (human),2
hsa:2348,FOLR1,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:2350,FOLR2,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:2352,FOLR3,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:2356,FPGS; folylpolyglutamate synthase,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:2618,GART,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:3551,IKBKB,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:3553,IL1B,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:3569,IL6,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:4363,ABCC1,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:4524,MTHFR; methylenetetrahydrofolate reductase (NADPH) isoform 2,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:4548,MTR,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:471,ATIC,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:4790,NFKB1,path:hsa01523,Antifolate resistance - Homo sapiens (human),4
hsa:5970,RELA,path:hsa01523,Antifolate resistance - Homo sapiens (human),4
hsa:6470,SHMT1,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:6472,SHMT2,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:6573,SLC19A1,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:7124,TNF,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:7298,TYMS,path:hsa01523,Antifolate resistance - Homo sapiens (human),2
hsa:8517,IKBKG,path:hsa01523,Antifolate resistance - Homo sapiens (human),1
hsa:8714,ABCC3,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:8836,GGH,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:9429,ABCG2,path:hsa01523,Antifolate resistance - Homo sapiens (human),0
hsa:10000,AKT3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:1026,CDKN1A,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:1029,CDKN2A,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:110117499,P3R3URF-PIK3R3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:119391,GSTO2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:1244,ABCC2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:1317,SLC31A1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2064,ERBB2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:2067,ERCC1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:207,AKT1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:208,AKT2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:221357,GSTA5; glutathione S-transferase A5,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:25774,GSTT4,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:27113,BBC3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:2938,GSTA1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2939,GSTA2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2940,GSTA3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2941,GSTA4,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2944,GSTM1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2946,GSTM2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2947,GSTM3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2948,GSTM4,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2949,GSTM5,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2950,GSTP1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2952,GSTT1; glutathione S-transferase theta-1 isoform a,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2953,GSTT2; glutathione S-transferase theta-2 isoform a,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:2956,MSH6,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:317,APAF1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:329,BIRC2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:330,BIRC3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:331,XIAP,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:332,BIRC5,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:355,FAS,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:356,FASLG,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:4193,MDM2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:4217,MAP3K5,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:4257,MGST1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:4258,MGST2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:4259,MGST3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:4292,MLH1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:4436,MSH2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:4437,MSH3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:472,ATM,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5170,PDPK1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5290,PIK3CA,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5291,PIK3CB,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5293,PIK3CD,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5295,PIK3R1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5296,PIK3R2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5366,PMAIP1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:538,ATP7A,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:540,ATP7B,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:54205,CYCS,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:5429,POLH,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:5594,MAPK1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:5595,MAPK3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:572,BAD,path:hsa01524,Platinum drug resistance - Homo sapiens (human),4
hsa:578,BAK1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:581,BAX,path:hsa01524,Platinum drug resistance - Homo sapiens (human),3
hsa:596,BCL2,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:598,BCL2L1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:5980,REV3L,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:637,BID,path:hsa01524,Platinum drug resistance - Homo sapiens (human),1
hsa:653689,GSTT2B,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:672,BRCA1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:7153,TOP2A,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:7155,TOP2B,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:7157,TP53,path:hsa01524,Platinum drug resistance - Homo sapiens (human),8
hsa:7507,XPA,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:836,CASP3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),4
hsa:841,CASP8,path:hsa01524,Platinum drug resistance - Homo sapiens (human),5
hsa:842,CASP9,path:hsa01524,Platinum drug resistance - Homo sapiens (human),4
hsa:8503,PIK3R3,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:8772,FADD,path:hsa01524,Platinum drug resistance - Homo sapiens (human),2
hsa:9446,GSTO1,path:hsa01524,Platinum drug resistance - Homo sapiens (human),0
hsa:10057,ABCC5,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10058,ABCB6,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10060,ABCC9,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10257,ABCC4,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10347,ABCA7,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10349,ABCA10,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10350,ABCA9,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:10351,ABCA8; ABC-type organic anion transporter ABCA8 isoform 1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:1080,CFTR,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:11194,ABCB8,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:1244,ABCC2,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:154664,ABCA13; ATP-binding cassette sub-family A member 13,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:1672,DEFB1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:19,ABCA1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:20,ABCA2,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:21,ABCA3,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:215,ABCD1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:22,ABCB7,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:225,ABCD2,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:23456,ABCB10,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:23457,ABCB9,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:23460,ABCA6,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:23461,ABCA5,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:24,ABCA4,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:26154,ABCA12,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:340273,ABCB5,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:368,ABCC6,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:4363,ABCC1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:5243,ABCB1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:5244,ABCB4,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:5825,ABCD3,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:5826,ABCD4,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:64137,ABCG4,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:64240,ABCG5,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:64241,ABCG8,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:6833,ABCC8,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:6890,TAP1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:6891,TAP2,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:85320,ABCC11,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:8647,ABCB11,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:8714,ABCC3,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:89845,ABCC10,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:94160,ABCC12,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:9429,ABCG2,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:9619,ABCG1,path:hsa02010,ABC transporters - Homo sapiens (human),0
hsa:100008587,RNA5-8SN5,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100008588,RNA18SN5,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100008589,RNA28SN5,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169751,RNA5S1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169753,RNA5S2,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169754,RNA5S3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169755,RNA5S4,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169756,RNA5S5,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169757,RNA5S6,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169758,RNA5S7,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169759,RNA5S8,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169760,RNA5S9,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169761,RNA5S10,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169762,RNA5S11,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169763,RNA5S12,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169764,RNA5S13,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169765,RNA5S14,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169766,RNA5S15,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169767,RNA5S16,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:100169768,RNA5S17,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10171,RCL1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:101929601,putative exonuclease GOR,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:101929627,putative exonuclease GOR,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10199,MPHOSPH10,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:102157402,AK6,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10248,POP7,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:102724159,periodic tryptophan protein 2 homolog,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10436,EMG1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10482,NXF1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10528,NOP56,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10556,RPP30,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10557,RPP38; ribonuclease P protein subunit p38,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10607,TBL3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:106631781,RNA18SN1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:106632260,RNA5-8SN1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:106632264,RNA28SN1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10775,POP4,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10799,RPP40,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10813,UTP14A,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10885,WDR3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:10940,POP1,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109616983,SNORD3F,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109616984,SNORD3G; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109616985,SNORD3J; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109616996,SNORD3I; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109617015,SNORD3E; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109617016,SNORD3H; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109617017,SNORD3K; small nucleolar RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864272,RNA28SN4,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864273,RNA18SN4,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864274,RNA5-8SN4,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864280,RNA18SN2; RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864281,RNA5-8SN2,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109864282,RNA28SN2; RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109910380,RNA18SN3; RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109910381,RNA5-8SN3; RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:109910382,RNA28SN3; RNA,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124900922,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901220,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901221,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901505,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901506,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901507,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901508,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901509,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901858,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901859,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124901860,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124902100,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124902101,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124902595,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124902596,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124902847,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124903435,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124903436,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124903594,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124903595,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904151,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904381,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904666,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904668,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904669,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904802,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904804,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124904983,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124905065,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124905290,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124905291,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124905292,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
hsa:124905415,small nucleolar RNA U3,path:hsa03008,Ribosome biogenesis in eukaryotes - Homo sapiens (human),0
