pathway_id,pathway_name,gene_id,kegg_gene_symbol,gene_symbol,entrez,tdc_idx,matched_via,category,is_enzyme,degree,betweenness,is_articulation,importance
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:10327,AKR1A1,AKR1A1,10327,712,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:124,ADH1A,ADH1A,124,5790,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:125,ADH1B,ADH1B,125,5791,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:126,ADH1C,ADH1C,126,5792,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:127,ADH4,ADH4,127,5787,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:128,ADH5,ADH5,128,5785,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:130,ADH6,ADH6,130,5789,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:130589,GALM,GALM,130589,2657,direct,Metabolism,True,9,0.0273241835303546,False,0.9
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:131,ADH7,ADH7,131,5793,direct,Metabolism,True,4,0.006708742402992,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:160287,LDHAL6A,LDHAL6A,160287,12739,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:1737,DLAT,DLAT,1737,13628,direct,Metabolism,True,6,0.1109163160355306,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:1738,DLD,DLD,1738,9279,direct,Metabolism,True,4,0.006778868630201,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2023,ENO1,ENO1,2023,139,direct,Metabolism,True,6,0.1986909770920991,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2026,ENO2,ENO2,2026,13973,direct,Metabolism,True,6,0.1986909770920991,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2027,ENO3,ENO3,2027,18174,direct,Metabolism,True,6,0.1986909770920991,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:217,ALDH2,ALDH2,217,14874,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:218,ALDH3A1,ALDH3A1,218,18439,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:219,ALDH1B1,ALDH1B1,219,10727,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2203,FBP1,FBP1,2203,10942,direct,Metabolism,True,4,0.0814633006077606,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:221,ALDH3B1,ALDH3B1,221,13319,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:222,ALDH3B2,ALDH3B2,222,13316,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:223,ALDH9A1,ALDH9A1,223,1733,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:224,ALDH3A2,ALDH3A2,224,18437,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:226,ALDOA,ALDOA,226,17531,direct,Metabolism,True,7,0.186711079943899,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:229,ALDOB,ALDOB,229,11008,direct,Metabolism,True,7,0.186711079943899,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:230,ALDOC,ALDOC,230,18487,direct,Metabolism,True,7,0.186711079943899,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2538,G6PC1,G6PC,2538,18805,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2597,GAPDH,GAPDH,2597,13948,direct,Metabolism,True,6,0.1963534361851332,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:26330,GAPDHS,GAPDHS,26330,20493,direct,Metabolism,True,6,0.1963534361851332,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2645,GCK,GCK,2645,8815,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:2821,GPI,GPI,2821,20457,direct,Metabolism,True,10,0.035438789821679,False,0.9090909090909092
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3098,HK1,HK1,3098,11847,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3099,HK2,HK2,3099,2915,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3101,HK3,HK3,3101,7182,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:387712,ENO4,ENO4,387712,12271,direct,Metabolism,True,6,0.1986909770920991,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3939,LDHA,LDHA,3939,12737,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3945,LDHB,LDHB,3945,14152,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:3948,LDHC,LDHC,3948,12738,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:441531,PGAM4,PGAM4,441531,23290,direct,Metabolism,True,6,0.0980208820321022,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:501,ALDH7A1,ALDH7A1,501,6726,direct,Metabolism,True,5,0.0253038803179055,False,0.8333333333333334
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5105,PCK1,PCK1,5105,21873,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5106,PCK2,PCK2,5106,15737,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5160,PDHA1,PDHA1,5160,22920,direct,Metabolism,True,6,0.148901355773726,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5161,PDHA2,PDHA2,5161,5778,direct,Metabolism,True,6,0.148901355773726,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5162,PDHB,PDHB,5162,4454,direct,Metabolism,True,6,0.148901355773726,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5211,PFKL,PFKL,5211,22226,direct,Metabolism,True,4,0.0814633006077606,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5213,PFKM,PFKM,5213,14264,direct,Metabolism,True,4,0.0814633006077606,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5214,PFKP,PFKP,5214,11467,direct,Metabolism,True,4,0.0814633006077606,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5223,PGAM1,PGAM1,5223,12097,direct,Metabolism,True,6,0.0980208820321022,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5224,PGAM2,PGAM2,5224,8810,direct,Metabolism,True,6,0.0980208820321022,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5230,PGK1,PGK1,5230,23291,direct,Metabolism,True,6,0.0974364968053607,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5232,PGK2,PGK2,5232,7903,direct,Metabolism,True,6,0.0974364968053607,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5236,PGM1,PGM1,5236,869,direct,Metabolism,True,8,0.0204534829359513,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5313,PKLR,PKLR,5313,1538,direct,Metabolism,True,6,0.1865357643758766,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:5315,PKM,PKM,5315,16785,direct,Metabolism,True,6,0.1865357643758766,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:55276,PGM2,PGM2,55276,5466,direct,Metabolism,True,8,0.0204534829359513,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:55902,ACSS2,ACSS2,55902,21625,direct,Metabolism,True,5,0.085133239831697,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:57818,G6PC2,G6PC2,57818,3410,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:669,BPGM,BPGM,669,9424,direct,Metabolism,True,6,0.0974364968053607,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:7167,TPI1,TPI1,7167,13968,direct,Metabolism,True,4,0.0043244506778868,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:80201,HKDC1,HKDC1,80201,11846,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:83440,ADPGK,ADPGK,83440,16795,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:84532,ACSS1,ACSS1,84532,21535,direct,Metabolism,True,5,0.085133239831697,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:8789,FBP2,FBP2,8789,10941,direct,Metabolism,True,4,0.0814633006077606,False,0.8
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:92483,LDHAL6B,LDHAL6B,92483,16672,direct,Metabolism,True,4,0.013557737260402,True,1.0
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:92579,G6PC3,G6PC3,92579,18837,direct,Metabolism,True,6,0.0182829092366259,False,0.8571428571428572
path:hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human),hsa:9562,MINPP1,MINPP1,9562,11996,direct,Metabolism,True,6,0.0980208820321022,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:1431,CS; citrate synthase,CS,1431,14499,direct,Metabolism,True,8,0.125712682379349,False,0.8888888888888888
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:1737,DLAT,DLAT,1737,13628,direct,Metabolism,True,7,0.1237542087542087,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:1738,DLD,DLD,1738,9279,direct,Metabolism,True,4,0.0127609427609427,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:1743,DLST,DLST,1743,16079,direct,Metabolism,True,7,0.1451515151515152,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:2271,FH,FH,2271,2306,direct,Metabolism,True,4,0.1832547699214366,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:3417,IDH1,IDH1,3417,3656,direct,Metabolism,True,4,0.0108866442199775,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:3418,IDH2,IDH2,3418,17003,direct,Metabolism,True,4,0.0108866442199775,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:3419,IDH3A,IDH3A,3419,16875,direct,Metabolism,True,6,0.1035016835016835,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:3420,IDH3B,IDH3B,3420,21366,direct,Metabolism,True,6,0.1035016835016835,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:3421,IDH3G,IDH3G,3421,23679,direct,Metabolism,True,6,0.1035016835016835,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:4190,MDH1,MDH1,4190,2785,direct,Metabolism,True,7,0.1997250280583614,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:4191,MDH2,MDH2,4191,9002,direct,Metabolism,True,7,0.1997250280583614,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:47,ACLY,ACLY,47,18763,direct,Metabolism,True,8,0.125712682379349,False,0.8888888888888888
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:48,ACO1,ACO1,48,10619,direct,Metabolism,True,4,0.1526318742985409,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:4967,OGDH,OGDH,4967,8822,direct,Metabolism,True,6,0.0968125701459035,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:50,ACO2,ACO2,50,22693,direct,Metabolism,True,4,0.1526318742985409,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5091,PC,PC,5091,13283,direct,Metabolism,True,7,0.0876936026936027,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5105,PCK1,PCK1,5105,21873,direct,Metabolism,True,6,0.029040404040404,True,1.0
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5106,PCK2,PCK2,5106,15737,direct,Metabolism,True,6,0.029040404040404,True,1.0
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5160,PDHA1,PDHA1,5160,22920,direct,Metabolism,True,7,0.039371492704826,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5161,PDHA2,PDHA2,5161,5778,direct,Metabolism,True,7,0.039371492704826,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:5162,PDHB,PDHB,5162,4454,direct,Metabolism,True,7,0.039371492704826,False,0.875
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:55753,OGDHL,OGDHL,55753,11761,direct,Metabolism,True,6,0.0968125701459035,False,0.8571428571428572
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:6389,SDHA,SDHA,6389,6168,direct,Metabolism,True,5,0.1708529741863075,False,0.8333333333333334
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:6390,SDHB,SDHB,6390,273,direct,Metabolism,True,5,0.1708529741863075,False,0.8333333333333334
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:6391,SDHC,SDHC,6391,1697,direct,Metabolism,False,5,0.1708529741863075,False,0.8333333333333334
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:6392,SDHD,SDHD,6392,13632,direct,Metabolism,False,5,0.1708529741863075,False,0.8333333333333334
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:8801,SUCLG2,SUCLG2,8801,4490,direct,Metabolism,True,4,0.0717620650953984,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:8802,SUCLG1,SUCLG1,8802,2938,direct,Metabolism,True,4,0.0717620650953984,False,0.8
path:hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human),hsa:8803,SUCLA2,SUCLA2,8803,15318,direct,Metabolism,True,4,0.0717620650953984,False,0.8
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:132158,GLYCTK,GLYCTK,132158,4396,direct,Metabolism,True,2,0.0001867064973861,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:2203,FBP1,FBP1,2203,10942,direct,Metabolism,True,6,0.0017663768270564,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:221823,PRPS1L1,PRPS1L1,221823,8626,direct,Metabolism,True,7,0.0084329101319392,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:226,ALDOA,ALDOA,226,17531,direct,Metabolism,True,8,0.00796080941712,False,0.8888888888888888
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:229,ALDOB,ALDOB,229,11008,direct,Metabolism,True,8,0.00796080941712,False,0.8888888888888888
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:22934,RPIA,RPIA,22934,2993,direct,Metabolism,True,10,0.0357494043173654,False,0.9090909090909092
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:230,ALDOC,ALDOC,230,18487,direct,Metabolism,True,8,0.00796080941712,False,0.8888888888888888
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:23729,SHPK,SHPK,23729,18133,direct,Metabolism,True,4,0.0084017923823749,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:2539,G6PD,G6PD,2539,23713,direct,Metabolism,True,5,0.0025073025679821,False,0.8333333333333334
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:25796,PGLS,PGLS,25796,20296,direct,Metabolism,True,8,0.0146225538215829,False,0.8888888888888888
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:2821,GPI,GPI,2821,20457,direct,Metabolism,True,6,0.0157301032301032,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:414328,IDNK,IDNK,414328,10853,direct,Metabolism,True,7,0.0242207226430527,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:51071,DERA,DERA,51071,14128,direct,Metabolism,True,8,0.0385193285678722,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5211,PFKL,PFKL,5211,22226,direct,Metabolism,True,6,0.0017663768270564,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5213,PFKM,PFKM,5213,14264,direct,Metabolism,True,6,0.0017663768270564,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5214,PFKP,PFKP,5214,11467,direct,Metabolism,True,6,0.0017663768270564,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5226,PGD,PGD,5226,161,direct,Metabolism,True,7,0.0302604151511918,False,0.875
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5236,PGM1,PGM1,5236,869,direct,Metabolism,True,6,0.0041075429424943,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:55276,PGM2,PGM2,55276,5466,direct,Metabolism,True,6,0.0041075429424943,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5631,PRPS1,PRPS1,5631,23416,direct,Metabolism,True,7,0.0084329101319392,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:5634,PRPS2,PRPS2,5634,22866,direct,Metabolism,True,7,0.0084329101319392,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:6120,RPE,RPE,6120,3662,direct,Metabolism,True,7,0.0361538542363785,False,0.875
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:64080,RBKS,RBKS,64080,2591,direct,Metabolism,True,7,0.0084329101319392,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:6888,TALDO1,TALDO1,6888,12439,direct,Metabolism,True,12,0.023138936306412,False,0.9230769230769232
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:7086,TKT,TKT,7086,4422,direct,Metabolism,True,14,0.0622008250649027,False,0.9333333333333332
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:729020,RPEL1; ribulose-phosphate 3-epimerase-like protein 1,RPEL1,729020,12194,direct,Metabolism,True,7,0.0361538542363785,False,0.875
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:8277,TKTL1,TKTL1,8277,23697,direct,Metabolism,True,14,0.0622008250649027,False,0.9333333333333332
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:84076,TKTL2; transketolase-like protein 2,TKTL2,84076,6051,direct,Metabolism,True,14,0.0622008250649027,False,0.9333333333333332
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:8789,FBP2,FBP2,8789,10941,direct,Metabolism,True,6,0.0017663768270564,False,0.8571428571428572
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:9104,RGN,RGN,9104,23036,direct,Metabolism,True,3,0.0084017923823749,True,1.0
path:hsa00030,Pentose phosphate pathway - Homo sapiens (human),hsa:9563,H6PD,H6PD,9563,146,direct,Metabolism,True,7,0.0132019679349776,False,0.875
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:10327,AKR1A1,AKR1A1,10327,712,direct,Metabolism,True,4,0.0163793103448275,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:10720,UGT2B11; UDP-glucuronosyltransferase 2B11 precursor,UGT2B11,10720,5608,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:10941,UGT2A1,UGT2A1,10941,5612,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:231,AKR1B1,AKR1B1,231,9421,direct,Metabolism,True,5,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:27294,DHDH,DHDH,27294,20932,direct,Metabolism,True,3,0.0025862068965517,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:28970,C11orf54,C11orf54,28970,13521,direct,Metabolism,True,4,0.0186781609195402,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:2990,GUSB,GUSB,2990,8919,direct,Metabolism,True,4,0.0140804597701149,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:441282,AKR1B15,AKR1B15,441282,9423,direct,Metabolism,True,5,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:51084,CRYL1,CRYL1,51084,15108,direct,Metabolism,True,4,0.017911877394636,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:51181,DCXR,DCXR,51181,19391,direct,Metabolism,True,5,0.0186781609195402,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54490,UGT2B28; UDP-glucuronosyltransferase 2B28 isoform 1 precursor,UGT2B28,54490,5609,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54575,UGT1A10,UGT1A10,54575,3846,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54576,UGT1A8,UGT1A8,54576,3845,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54577,UGT1A7,UGT1A7,54577,3848,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54578,UGT1A6,UGT1A6,54578,3849,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54579,UGT1A5,UGT1A5,54579,3850,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54600,UGT1A9,UGT1A9,54600,3847,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54657,UGT1A4,UGT1A4,54657,3851,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54658,UGT1A1,UGT1A1,54658,3855,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:54659,UGT1A3,UGT1A3,54659,3852,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:55277,FGGY; FGGY carbohydrate kinase domain-containing protein isoform b,FGGY,55277,844,direct,Metabolism,True,3,0.0025862068965517,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:57016,AKR1B10,AKR1B10,57016,9422,direct,Metabolism,True,5,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:574537,UGT2A2,UGT2A2,574537,5611,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:6120,RPE,RPE,6120,3662,direct,Metabolism,True,4,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:6652,SORD,SORD,6652,16572,direct,Metabolism,True,4,0.0140804597701149,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:729020,RPEL1; ribulose-phosphate 3-epimerase-like protein 1,RPEL1,729020,12194,direct,Metabolism,True,4,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:729920,CRPPA,ISPD,729920,8613,direct,Metabolism,True,2,9.578544061302682e-05,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:7358,UGDH,UGDH,7358,5484,direct,Metabolism,True,4,0.007183908045977,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:7360,UGP2,UGP2,7360,2786,direct,Metabolism,True,3,0.0025862068965517,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:7363,UGT2B4,UGT2B4,7363,5610,direct,Metabolism,True,4,0.011015325670498,True,1.0
path:hsa00040,Pentose and glucuronate interconversions - Homo sapiens (human),hsa:7364,UGT2B7,UGT2B7,7364,5607,direct,Metabolism,True,4,0.011015325670498,True,1.0
