pathway,gene_symbol,entrez,tdc_idx,weight,matched_via
JAK-STAT,APOL4,80832,22579,2.514465674898156,symbol
JAK-STAT,PARP12,64761,9461,6.944101053238898,symbol
JAK-STAT,SAMD9L,219285,9085,10.56289910330413,symbol
JAK-STAT,APOBEC3G,60489,22654,2.826463109697765,symbol
JAK-STAT,CMTR1,23070,7766,2.78086050029633,symbol
JAK-STAT,HERC5,51191,5756,9.119642406894489,symbol
JAK-STAT,STAT2,6773,14503,4.147176067876936,symbol
JAK-STAT,OGFR,11054,21934,2.042478137505971,symbol
JAK-STAT,GBP1,2633,996,10.3986860770214,symbol
JAK-STAT,MYD88,4615,4149,4.3044307229500545,symbol
JAK-STAT,TRIM22,10346,12579,10.56745749719138,symbol
JAK-STAT,TMEM140,55281,9428,5.107141044091232,symbol
JAK-STAT,RNF213,57674,19340,4.9375160567301375,symbol
JAK-STAT,CMPK2,129607,2431,15.928771442465818,symbol
JAK-STAT,LAMP3,27074,5100,9.973230294016131,symbol
JAK-STAT,NLRC5,84166,17706,6.546845260659191,symbol
JAK-STAT,TRANK1,9881,4136,3.58887468491964,symbol
JAK-STAT,ZBP1,81030,21874,1.9414515596319637,symbol
JAK-STAT,PRKD2,25865,20856,2.1554948782429326,symbol
JAK-STAT,APOL1,8542,22581,5.347499122701419,symbol
JAK-STAT,PSMB9,5698,7674,8.15851150604537,symbol
JAK-STAT,GBP4,115361,999,8.084657669824605,symbol
JAK-STAT,CYP2J2,1573,847,2.0935776003100353,symbol
JAK-STAT,TRIM25,7706,19019,3.4141309207242134,symbol
JAK-STAT,ZC3HAV1,56829,9450,5.133726992521155,symbol
JAK-STAT,ZNFX1,57169,21810,6.496398214168282,symbol
JAK-STAT,DTX3L,151636,4716,8.35841869796418,symbol
JAK-STAT,CNP,1267,18765,2.9606567575687763,symbol
JAK-STAT,SP140L,93349,3798,2.3378632539556277,symbol
JAK-STAT,APOL3,80833,22578,4.845007401792425,symbol
JAK-STAT,CXCL11,6373,5678,15.007662719331066,symbol
JAK-STAT,PLSCR2,57047,4908,1.5066712034746164,symbol
JAK-STAT,CASP4,837,13578,2.426577480250146,symbol
JAK-STAT,IL22RA1,58985,375,1.820616941589412,symbol
MAPK,DUSP6,1848,14687,16.859015828017647,symbol
MAPK,SPRED2,200734,2801,3.5018346410222287,symbol
MAPK,SPRY2,10253,15445,9.481584748118909,symbol
MAPK,ETV5,2119,5146,5.988709605944221,symbol
MAPK,EPHA2,1969,256,6.314012446660756,symbol
MAPK,PHLDA2,7262,12504,3.8582386537955657,symbol
MAPK,FOSL1,8061,13243,9.000522308632947,symbol
MAPK,SPRY4,81848,6951,10.114470537169142,symbol
MAPK,DUSP4,1846,9870,7.80481595969638,symbol
MAPK,SLCO4A1,28231,21928,4.084538143625351,symbol
MAPK,ETV4,2118,18823,5.293783978605425,symbol
MAPK,PHLDA1,22822,14649,7.045289228921083,symbol
MAPK,ETV1,2115,8608,3.5634647887567596,symbol
MAPK,TMEM59,9528,809,-2.264272962584646,symbol
MAPK,SLC20A1,6574,3159,6.8103529671107825,symbol
MAPK,DUSP5,1847,12230,7.920030142583163,symbol
MAPK,STX1A,6804,8962,2.21515121358096,symbol
MAPK,ELK3,2004,14736,2.9961403928388033,symbol
MAPK,NT5E,4907,8034,5.838881390821937,symbol
MAPK,PHC2,1912,536,2.3954010239131938,symbol
MAPK,C11orf71,54494,13656,-2.3667576128473327,symbol
MAPK,GABARAP,11337,18227,-2.9616637855482773,symbol
MAPK,SPRED1,161742,16457,6.209948243764665,symbol
MAPK,TCOF1,6949,7011,2.2115780549288417,symbol
MAPK,BZW1,9689,3592,2.7810854305400725,symbol
MAPK,CCND1,595,13340,6.263011605459956,symbol
MAPK,AREG,374,5660,4.932286416376803,symbol
MAPK,UBA2,10054,20459,2.079878487903222,symbol
MAPK,TNFRSF10A,8797,9819,5.1730443268646376,symbol
MAPK,PWP2,5822,22221,1.3322121992984852,symbol
MAPK,PNP,4860,15649,4.91046403239136,symbol
MAPK,ECH1,1891,20600,-2.2897420836192053,symbol
MAPK,SH3BGRL,6451,23304,-2.723446509346065,symbol
MAPK,PBLD,64081,11830,-1.9776837829648104,symbol
MAPK,TRIB1,10221,10330,4.182943071629201,symbol
MAPK,GPR3,2827,442,1.630829259668156,symbol
MAPK,NNT,23530,6361,-1.819728215447125,symbol
MAPK,HMGA2,8091,14588,3.7279710730494138,symbol
MAPK,POLR3G,10622,6594,2.829483976178096,symbol
MAPK,STX8,9482,18313,-1.1064064247318124,symbol
MAPK,YRDC,79693,589,3.625646429254592,symbol
MAPK,DCBLD2,131566,4566,3.371515684787371,symbol
MAPK,SCPEP1,59342,19021,-1.9325651044928045,symbol
MAPK,SLC35F2,54733,13595,2.850982002272706,symbol
MAPK,BDH2,56898,5817,-2.4965908679407463,symbol
MAPK,ASB8,140461,14265,-1.6939961535174084,symbol
MAPK,LRP8,7804,798,4.5130042760078135,symbol
MAPK,PIK3C2B,5287,2026,-2.752686572837634,symbol
MAPK,AEN,64782,16979,3.2161182645239066,symbol
MAPK,DAZAP2,9802,14340,-1.4077949825542642,symbol
MAPK,TOP1,7150,21703,3.633408800845867,symbol
MAPK,ENTR1,10807,11369,1.5641536768461877,alias
MAPK,TRIM52,84851,7261,-2.201190386908435,symbol
MAPK,CDCA4,55038,16311,3.0102812615697476,symbol
MAPK,TNS3,64759,8841,-2.7264638130598553,symbol
MAPK,TMUB2,79089,18842,-1.6738161798694724,symbol
MAPK,FERMT1,55612,21424,2.333704655460279,symbol
MAPK,ARHGEF17,9828,13388,-1.3968910912288417,symbol
MAPK,SLC4A7,9497,4101,2.7094949939569104,symbol
MAPK,MAN2B2,23324,5361,-1.917606137235216,symbol
MAPK,PRCP,5547,13464,-1.2786844411212896,symbol
MAPK,GRPEL1,80273,5372,2.669468752664872,symbol
MAPK,SIRT2,22933,20603,-1.3232831367857096,symbol
MAPK,RAB26,25837,17193,-3.4389782720448987,symbol
MAPK,XRCC3,7517,16290,1.543756562229699,symbol
MAPK,E2F3,1871,7389,2.034348475486911,symbol
MAPK,PRNP,5621,21403,2.597310807269854,symbol
MAPK,PRNP,5621,21403,2.597310807269854,symbol
MAPK,FAM149B1,317662,11888,-1.3423423225079836,symbol
MAPK,SIDT2,51092,13673,-2.7527108754400795,symbol
MAPK,LAMB2,3913,4309,-2.392879637488782,symbol
MAPK,LDLR,3949,20108,3.073910985755288,symbol
MAPK,ZBTB3,79842,13126,-1.5691639732103673,symbol
MAPK,MCL1,4170,1365,3.012864995704336,symbol
MAPK,ZSCAN31,64288,7513,-3.3278642206561044,symbol
MAPK,WDR3,10885,1247,2.2991152990385255,symbol
MAPK,RAB5B,5869,14482,-2.0804506421112383,symbol
MAPK,CBFB,865,17773,2.3399982054575696,symbol
MAPK,MCMBP,79892,12297,1.8875507351429297,symbol
MAPK,MCCC1,56922,5099,-1.922676327375331,symbol
MAPK,SRP14,6727,16466,-1.5944123429577048,symbol
MAPK,SPG11,80208,16566,-1.337883684735978,symbol
MAPK,MIER2,54531,19777,0.9566403573575726,symbol
MAPK,KRR1,11103,14648,1.461707193553273,symbol
MAPK,NUP50,10762,22759,1.774710734835809,symbol
MAPK,GATAD2A,54815,20356,1.359238188294602,symbol
MAPK,BRIX1,55299,6294,2.8667490600742616,symbol
MAPK,FMO5,2330,1308,-1.497241656569774,symbol
MAPK,MGST3,4259,1732,-1.4528316817291829,symbol
MAPK,NHSL3,57648,524,-2.29989865248777,alias
MAPK,UBASH3B,84959,13751,4.967624011652823,symbol
MAPK,DUSP7,1849,4388,2.452508263381348,symbol
MAPK,PBX1,5087,1726,-2.9996132648084775,symbol
MAPK,RNF138,51444,19570,2.3557422074445333,symbol
MAPK,KMT5A,387893,15004,1.7409748125000095,symbol
MAPK,STK17A,9263,8798,2.9405668773324174,symbol
MAPK,SMURF2,64750,19131,3.0301617625148576,symbol
MAPK,HMGA1,3159,7713,2.8687056823089896,symbol
MAPK,PALS2,51678,8666,2.2426215753709076,alias
MAPK,MPHOSPH6,10200,17949,2.2426215753709076,symbol
NFkB,TNFAIP3,7128,8296,28.373752313465076,symbol
NFkB,CXCL2,2920,5656,9.403459957537171,symbol
NFkB,CCL20,6364,3788,36.69730786825934,symbol
NFkB,NFKBIA,4792,15813,11.444533714391747,symbol
NFkB,CXCL8,3576,5647,38.517928689387205,symbol
NFkB,RELB,5971,20797,7.779221973370105,symbol
NFkB,NFKB1,4790,5809,9.513636220891874,symbol
NFkB,TNFAIP2,7127,16280,10.910807391853329,symbol
NFkB,ICAM1,3383,20081,18.369385264106057,symbol
NFkB,IL6,3569,8650,21.77063543639199,symbol
NFkB,NFKBIE,4794,7867,8.211832847967157,symbol
NFkB,NFKB2,4791,12175,5.5155753818972135,symbol
NFkB,CXCL3,2921,5654,22.946114218850756,symbol
NFkB,SLC2A6,11182,11324,9.729988098735753,symbol
NFkB,NINJ1,4814,10927,8.012250578533656,symbol
NFkB,WTAP,9589,8416,3.7666344028884846,symbol
NFkB,BCL2A1,597,16899,14.416924573771936,symbol
NFkB,BIRC3,330,13558,12.457612174206728,symbol
NFkB,CD83,9308,7366,10.451370868343178,symbol
NFkB,TICAM1,148022,19935,3.492084673918129,symbol
NFkB,CXCL1,2919,5650,23.421858781118814,symbol
NFkB,RIPK2,8767,10152,5.979752130983626,symbol
NFkB,INHBA,3624,8789,12.467593656988871,symbol
NFkB,CSF2,1437,6752,5.903526277913062,symbol
NFkB,TNIP1,10318,7024,6.134726676621977,symbol
NFkB,DRAM1,55332,14770,9.547700357155104,symbol
NFkB,TRAF1,7185,11128,10.335576602944473,symbol
NFkB,IRAK2,3656,4002,5.3433916126853855,symbol
NFkB,TLR2,7097,6016,5.414219976041558,symbol
NFkB,TNF,7124,7601,18.639262059640444,symbol
NFkB,MSC,9242,10079,6.359206553032758,symbol
NFkB,IKBKE,9641,2057,3.341126887581698,symbol
NFkB,GCH1,2643,15907,14.02604366447971,symbol
NFkB,CXCL5,6374,5653,7.179647916578252,symbol
NFkB,IL1A,3552,3161,8.111290972216988,symbol
NFkB,BID,637,22313,4.729823539227451,symbol
NFkB,PTX3,5806,4986,21.247895638880852,symbol
NFkB,EHD1,10938,13188,5.871607384295926,symbol
NFkB,CFLAR,8837,3599,4.016711588218758,symbol
NFkB,SDC4,6385,21751,8.153400364564936,symbol
NFkB,TNIP2,79155,5321,3.3107273514982913,symbol
NFkB,TNFSF15,9966,11105,6.245847275446876,symbol
NFkB,IFNGR2,3460,22104,6.022009724753868,symbol
NFkB,MAP3K8,1326,11639,7.399205364744481,symbol
NFkB,IL1RN,3557,3169,5.151579659685664,symbol
NFkB,CYLD,1540,17651,2.773314233756522,symbol
NFkB,IL23A,51561,14502,2.0729049235948827,symbol
NFkB,IL36G,56300,3164,9.826405557861252,symbol
NFkB,CCL2,6347,18560,17.56599183253551,symbol
NFkB,KYNU,8942,3310,6.404463605575106,symbol
NFkB,STAT5A,6776,18777,3.9865610031974703,symbol
NFkB,B4GALT1,2683,10629,2.536198717973617,symbol
NFkB,IL1B,3553,3162,21.65592931073416,symbol
NFkB,TNIP3,79931,5897,8.259340938257063,symbol
NFkB,IFNAR2,3455,22100,4.683318983298864,symbol
NFkB,HIVEP1,3096,7355,3.999714880025022,symbol
NFkB,NKX3-1,4824,9827,2.37298329930962,symbol
NFkB,CFB,629,7635,6.31351994004626,symbol
NFkB,TRIP10,9322,19981,4.167561748826395,symbol
NFkB,CSF3,1440,18673,4.9031843413131,symbol
NFkB,IRF1,3659,6760,12.698009124870918,symbol
NFkB,TNFRSF9,3604,132,5.996059048130458,symbol
NFkB,CXCL6,6372,5648,8.725401427371507,symbol
NFkB,NFKBIZ,64332,4591,15.12381583682296,symbol
NFkB,CD40,958,21785,3.5202135906865246,symbol
NFkB,OLR1,4973,14046,7.842010286384952,symbol
NFkB,EFNA1,1942,1524,11.433295392016356,symbol
NFkB,C11orf96,387763,12848,4.566226064903009,symbol
NFkB,LTB,4050,7602,3.1875687917698254,symbol
NFkB,EBI3,10148,19914,7.546185210064629,symbol
NFkB,IL7R,3575,6299,8.813312335270886,symbol
NFkB,UBE2Z,65264,18942,2.152932765652571,symbol
NFkB,SOCS3,9021,19310,4.511914558622972,symbol
NFkB,ELOVL7,79993,6421,8.792115753443438,symbol
NFkB,TIFA,92610,5863,5.1441124462482355,symbol
NFkB,REL,5966,2765,4.709972556739791,symbol
NFkB,IL32,9235,17244,10.452316416252057,symbol
NFkB,NFKBIB,4793,20604,2.0655958781216768,symbol
NFkB,STX11,8676,8332,4.525232449242859,symbol
NFkB,KMO,8564,2307,3.974235064546693,symbol
NFkB,ANKLE2,23141,15078,2.2119763224409037,symbol
NFkB,NECAP2,55707,262,2.4427935008954034,symbol
NFkB,TNFAIP8,25816,6701,4.93682380456133,symbol
NFkB,TNFAIP6,7130,3332,19.18226346087704,symbol
NFkB,PPP4R4,57718,16198,2.427471574635709,symbol
NFkB,RNF19B,127544,530,6.707004337290285,symbol
NFkB,HIVEP2,3097,8319,3.951426644106167,symbol
NFkB,SOD2,6648,8415,11.156150165377186,symbol
NFkB,ANKRD33B,651746,6240,4.494298724924975,symbol
NFkB,SGPP2,130367,3763,7.416978193844607,symbol
NFkB,BIRC2,329,13559,4.0113793294825895,symbol
NFkB,CXCL11,6373,5678,15.834366797407496,symbol
NFkB,SLC11A2,4891,14335,2.686648038758446,symbol
NFkB,PRDM1,639,8105,4.41653234664008,symbol
NFkB,SLC41A2,84102,14795,4.915006504014063,symbol
NFkB,TMEM217,221468,7763,3.3538132596283843,symbol
NFkB,IL15,3600,5962,5.146568092215358,symbol
NFkB,CD80,941,4682,3.7956150755271807,symbol
NFkB,MARCKS,4082,8160,4.761373088876815,symbol
NFkB,IFIH1,64135,3380,6.0420364439095415,symbol
PI3K,MLANA,2315,10531,-9.985742932001385,symbol
PI3K,PMEL,6490,14480,-6.590348248199498,symbol
PI3K,FAXDC2,10826,7050,-12.421273827481306,symbol
PI3K,HSD17B8,7923,7686,-8.601570675649183,symbol
PI3K,CTSF,8722,13273,-9.172142735191038,symbol
PI3K,SPSB3,90864,17165,-6.533728558413287,symbol
PI3K,ATP6V1G2,534,7598,-7.23734622762513,symbol
PI3K,TYR,7299,13492,-5.076854089275833,symbol
PI3K,GNPTG,84572,17150,-6.966609574481262,symbol
PI3K,INPP5K,51763,18086,-4.530098152991319,symbol
PI3K,WDR31,114987,11086,-3.943838782329221,symbol
PI3K,PEX11G,92960,19995,-4.454613643249063,symbol
PI3K,DHRS12,79758,15358,-3.407349819095029,symbol
PI3K,NT5M,56953,18387,-3.9151305534107705,symbol
PI3K,PAEP,5047,11352,-3.803227553783662,symbol
PI3K,CREB3L4,148327,1490,-9.102651653491383,symbol
PI3K,UBALD2,283991,19271,-9.9853774649777,symbol
PI3K,ING4,51147,13955,-7.700118075528676,symbol
PI3K,DERL3,91319,22429,-4.033679424810513,symbol
PI3K,KRTAP19-1,337882,22066,-6.881951690717335,symbol
PI3K,SLC27A1,376497,20295,-8.329920839704627,symbol
PI3K,APOC1,341,20791,-5.061310146853561,symbol
PI3K,CCDC25,55246,9855,-4.339271307214771,symbol
PI3K,FCGRT,2217,20970,-6.170243405839677,symbol
PI3K,CDK5RAP3,80279,18917,-5.254766587642965,symbol
PI3K,NENF,29937,2109,-2.8622334493689188,symbol
PI3K,DNAI4,79819,886,-3.62712257526587,alias
PI3K,YBX2,51087,18232,-4.419857345074704,symbol
PI3K,TFDP2,7029,4891,-5.673588227241949,symbol
PI3K,AMIGO1,57463,1130,-6.000321012752048,symbol
PI3K,CA14,23632,1353,-4.8380402218900445,symbol
PI3K,CBX7,23492,22656,-6.437220252849626,symbol
PI3K,MCAM,4162,13730,5.1250827229370985,symbol
PI3K,CRYL1,51084,15108,-7.333026179077128,symbol
PI3K,RPS29,6235,15857,-5.844440866132715,symbol
PI3K,SMIM19,114926,9954,-7.210559011995469,symbol
PI3K,SLC18A1,6570,9779,4.652092527198795,symbol
PI3K,FBXO25,26260,9653,-7.033029734440918,symbol
PI3K,C5orf52,100190949,7068,12.2398089550562,symbol
PI3K,TNNI3,7137,21184,-3.672194421567192,symbol
PI3K,S100A1,6271,1478,-3.9889239561922634,symbol
PI3K,TTC12,54970,13644,-3.184873043345917,symbol
PI3K,THNSL2,55258,2988,-4.318340579293939,symbol
PI3K,GAA,2548,19335,-5.367784104422635,symbol
PI3K,BAAT,570,11005,-3.5575387810909405,symbol
PI3K,CTDSP1,58190,3711,-5.567569317532474,symbol
PI3K,LINC02915,400360,16461,5.811047984831319,alias
PI3K,COQ8A,56997,2200,-6.388212374885499,alias
PI3K,FCMR,9214,2066,-4.9268801140836676,symbol
PI3K,TBC1D15,64786,14635,-5.412631039798617,symbol
PI3K,TSNARE1,203062,10392,-2.4315033012720155,symbol
PI3K,TMEM42,131616,4222,-7.989326747815277,symbol
PI3K,MYL5,4636,5281,-5.238296460556685,symbol
PI3K,GEMIN8,54960,22880,-4.1331773597269486,symbol
PI3K,WIPI2,26100,8555,-3.153066059934722,symbol
PI3K,MST1,4485,4326,-4.986885635605013,symbol
PI3K,TRIM63,84676,405,-5.528597674095491,symbol
PI3K,CFAP68,64776,13622,-3.334272746585415,alias
PI3K,MFGE8,4240,16983,-5.901530454949852,symbol
PI3K,HSBP1L1,440498,19762,-6.893156914442496,symbol
PI3K,FHIT,2272,4461,-4.615166946689442,symbol
PI3K,MIR1915HG,399726,11581,4.952741484702064,alias
PI3K,RGS10,6001,12293,-3.880397339458384,symbol
PI3K,GLI4,2738,10414,-3.0980704897335043,symbol
PI3K,VAMP5,10791,2953,-4.361074003426954,symbol
PI3K,CYTL1,54360,5351,-4.865441636391191,symbol
PI3K,TPPP,11076,6179,-2.5431181614359892,symbol
PI3K,CAMLG,819,6792,-5.795703744854614,symbol
PI3K,PSMG3-AS1,114796,8524,-8.013276583314173,symbol
PI3K,CIR1,9541,3455,-5.023161182851439,symbol
PI3K,DNAL4,10126,22644,-4.445867274988094,symbol
PI3K,LRRC23,10233,13972,-3.293253110465093,symbol
PI3K,METTL27,155368,8967,-4.549873055159501,alias
PI3K,SLC26A4,5172,9276,-3.7388398905078617,symbol
PI3K,INO80C,125476,19585,4.108217478616809,symbol
PI3K,AEBP1,165,8812,-4.092610787679307,symbol
PI3K,CREBRF,153222,7144,-10.446075274188331,symbol
PI3K,CCDC28A,25901,8304,-8.060678441208225,symbol
PI3K,BEGAIN,57596,16252,-4.19647716673333,symbol
PI3K,COMMD6,170622,15415,-3.4624391132898946,symbol
PI3K,ARSJ,79642,5870,7.061080781879236,symbol
PI3K,ZSCAN2,54993,16955,-3.158743453547724,symbol
PI3K,NR2E1,7101,8118,-2.721518097674834,symbol
PI3K,ZNF554,115196,19872,-2.674978238623077,symbol
PI3K,MRPL10,124995,18909,-4.871654250241907,symbol
PI3K,ZNF76,7629,7727,-2.7922559348309233,symbol
PI3K,FBXO44,93611,180,-3.9997339422455633,symbol
PI3K,GAREM2,150946,2539,-4.09273889946688,symbol
PI3K,ALG14,199857,1046,4.41613921979738,symbol
PI3K,MAP1B,4131,6487,7.023693054345393,symbol
PI3K,CPXM1,56265,21368,-4.042038136700408,symbol
PI3K,ZNF396,252884,19584,-2.538048216193178,symbol
PI3K,MROH6,642475,10424,-4.4189955792508675,symbol
PI3K,CRBN,51185,3948,-6.898717232743581,symbol
PI3K,ARL2,402,13195,-4.9077335565809275,symbol
PI3K,PPP1R26,9858,11346,-3.724242870157187,symbol
PI3K,RNF44,22838,7174,-5.734313173211764,symbol
PI3K,RTN2,6253,20814,-7.4856496310395055,symbol
PI3K,ACBD4,79777,18869,-3.2096475771496955,symbol
PI3K,WHRN,25861,11101,-5.152013438342302,alias
TGFb,LINC00312,29931,3966,4.428987093533769,symbol
TGFb,TSPAN2,10100,1222,5.502326115825906,symbol
TGFb,SMAD7,4092,19629,7.6311433745336785,symbol
TGFb,NOX4,50507,13493,5.913813151649488,symbol
TGFb,COL4A1,1282,15558,6.337489574832423,symbol
TGFb,CAVIN4,347273,11003,4.597343338672102,alias
TGFb,ID4,3400,7387,4.169901350129046,symbol
TGFb,BMPR2,659,3615,4.015505031468152,symbol
TGFb,SKIL,6498,5044,4.274181219360634,symbol
TGFb,RASL11B,65997,5546,2.723009870350084,symbol
TGFb,COMP,1311,20336,9.899249960355174,symbol
TGFb,LMCD1,29995,3965,5.6752815262663745,symbol
TGFb,MRAS,22808,4861,5.201966581087301,symbol
TGFb,ID1,3397,21565,12.35428766106149,symbol
TGFb,SYT15,83849,11717,3.8577431538796345,symbol
TGFb,CILP,8483,16722,4.651003963661555,symbol
TGFb,CNN1,1264,20126,4.9534712486596835,symbol
TGFb,ADAM12,8038,12351,3.9683045345005423,symbol
TGFb,ITGA11,22801,16756,3.392697565271868,symbol
TGFb,COL5A1,1289,11337,5.221051245569531,symbol
TGFb,MFAP4,4239,18434,5.813038501128244,symbol
TGFb,FSTL3,10272,19791,6.807359103417256,symbol
TGFb,IL11,3589,21196,6.3308961562903,symbol
TGFb,ID3,3399,361,10.481113198178958,symbol
TGFb,NINJ2,4815,13885,3.875626595885944,symbol
TGFb,PLN,5350,8193,2.748323221858972,symbol
TGFb,BGN,633,23668,3.2378399997614276,symbol
TGFb,CRLF1,9244,20332,4.825293111819741,symbol
TGFb,CALD1,800,9425,3.0516355894313545,symbol
TGFb,MYOZ1,58529,11898,4.962474849517782,symbol
TGFb,COL4A2,1284,15559,4.2212636778339165,symbol
TGFb,NOX1,27035,23335,-1.0457633749156092,symbol
TGFb,PMEPA1,56937,21875,8.096140880827011,symbol
TGFb,SAMD11,148398,18,4.983084704372779,symbol
TGFb,COL1A1,1277,18973,3.566081042355256,symbol
TGFb,NUAK1,9891,14804,6.095429922441628,symbol
TGFb,ATP10A,57194,16376,2.784857146576994,symbol
TGFb,CDH2,1000,19554,3.2883102380649416,symbol
TGFb,LTBP2,4053,16074,4.372793934796392,symbol
TGFb,EFR3B,22979,2532,1.334349902165432,symbol
TGFb,TPM1,7168,16688,4.595360809462762,symbol
TGFb,XYLT1,64131,17377,3.197715603002688,symbol
TGFb,SLCO2A1,6578,4838,4.869788433437289,symbol
TGFb,SYNDIG1,79953,21532,1.8364038596773584,symbol
TGFb,GRIA3,2892,23500,1.0868126315283173,symbol
TGFb,XRCC4,7518,6573,3.3772318622335034,symbol
TGFb,GDF5,8200,21637,-1.939559485845836,symbol
TGFb,RUSC2,9853,10681,2.3531795656616517,symbol
TGFb,ACOX3,8310,5382,2.721528765151428,symbol
TGFb,LECT2,3950,6810,2.908951370740283,symbol
TGFb,UNC5B,219699,11868,3.8338195218086257,symbol
TGFb,GALNT10,55568,7044,3.047077072676757,symbol
TGFb,ACTC1,70,16444,3.337429797192697,symbol
TGFb,LRRC32,2615,13431,5.293595631394943,symbol
TGFb,OPCML,4978,13859,4.467950883084327,symbol
TGFb,CLDN11,5010,5045,-3.6902833957792103,symbol
TGFb,PKNOX2,63876,13802,2.048491739898756,symbol
TGFb,RFLNB,359845,18071,7.309130128341854,alias
TGFb,LRRC15,131578,5211,2.304595154447725,symbol
TGFb,PODNL1,79883,20197,2.1489096837018176,symbol
TGFb,DACT1,51339,15937,6.22087968552156,symbol
TGFb,HSD17B6,8630,14515,4.782527287277279,symbol
TGFb,GOPC,57120,8187,2.8545176084128645,symbol
TGFb,AK5,26289,934,-3.357132440141041,symbol
TGFb,RASD2,23551,22573,3.384557152221155,symbol
TGFb,KIRREL3,84623,13825,2.542385559563426,symbol
TGFb,SH3PXD2A,9644,12206,3.879791808934377,symbol
TGFb,ABCA6,23460,19167,-3.2715368950351578,symbol
TGFb,FBLN5,10516,16169,4.92248525622834,symbol
TGFb,MEX3B,84206,16916,3.978292370254286,symbol
TGFb,C3orf80,401097,5003,4.809037463388701,symbol
TGFb,PLCB4,5332,21432,3.9338902853869087,symbol
TGFb,ISLR2,57611,16812,2.468060087597712,symbol
TGFb,YIPF5,81555,6960,2.8119363564910023,symbol
TGFb,MSR1,4481,9757,-1.764838201889795,symbol
TGFb,LRRN4CL,221091,13120,-3.784515126527989,symbol
TGFb,OLFM2,93145,20068,2.0653759894084955,symbol
TGFb,CHST3,9469,11875,2.221800857294827,symbol
TGFb,TUFT1,7286,1399,6.010991297185908,symbol
TGFb,SPHK1,8877,19274,6.090111538628698,symbol
TGFb,ABCA8,10351,19164,-1.709245079884809,symbol
TGFb,SEMA7A,8482,16818,3.894772044538674,symbol
TGFb,P2RX1,5023,18143,2.7581382924767666,symbol
TGFb,RXFP1,59350,6040,-2.2777179298285644,symbol
TGFb,CDKN2B,1030,10597,3.373728102887283,symbol
TGFb,PAWR,5074,14658,2.5534342854783194,symbol
TGFb,SNAI1,6615,21818,3.5681739305015414,symbol
TGFb,LIMS2,55679,3227,2.27494674124209,symbol
TGFb,TNFSF4,7292,1805,5.503893035236932,symbol
TGFb,NEDD9,4739,7351,4.361192810292332,symbol
TGFb,SMAD6,4091,16743,2.798265386251439,symbol
TGFb,DGKI,9162,9440,2.2411436132070746,symbol
TGFb,BCOR,54880,22998,2.735746492923183,symbol
TGFb,SGPL1,8879,11866,2.583923273015123,symbol
TGFb,SMURF1,57154,9125,1.538153232693425,symbol
TGFb,SPECC1,92521,18442,2.57411375293421,symbol
TGFb,ARFGAP1,55738,21951,2.073401170152749,symbol
TGFb,UACA,55075,16773,2.6166466705245015,symbol
TGFb,SLC16A2,6567,23275,3.140899092037142,symbol
TGFb,DCBLD1,285761,8186,3.8990109307813903,symbol
TNFa,TNFAIP3,7128,8296,35.40071755147807,symbol
TNFa,IFNAR2,3455,22100,7.580700686140321,symbol
TNFa,CSF2,1437,6752,8.35548063730208,symbol
TNFa,NFKBIE,4794,7867,10.356205366989286,symbol
TNFa,EFNA1,1942,1524,18.631109384930618,symbol
TNFa,RELB,5971,20797,9.26459378466974,symbol
TNFa,CXCL8,3576,5647,45.44182721623888,symbol
TNFa,ICAM1,3383,20081,22.03934071980157,symbol
TNFa,CXCL5,6374,5653,10.081367932472132,symbol
TNFa,LTB,4050,7602,4.827311631466724,symbol
TNFa,IL32,9235,17244,15.963619088902076,symbol
TNFa,TLR2,7097,6016,7.039357768205023,symbol
TNFa,TNFAIP2,7127,16280,12.213726703415444,symbol
TNFa,NFKBIA,4792,15813,12.567700437723602,symbol
TNFa,BCL2A1,597,16899,17.22500760515418,symbol
TNFa,INHBA,3624,8789,15.563198677198198,symbol
TNFa,IL36G,56300,3164,13.425174324449806,symbol
TNFa,SERPINA3,12,16208,11.405799324373938,symbol
TNFa,PLAU,5328,11911,11.492884155720912,symbol
TNFa,CCL20,6364,3788,38.38796712436,symbol
TNFa,SLC2A6,11182,11324,10.249108343655784,symbol
TNFa,MRGPRX3,117195,12728,10.786210563963566,symbol
TNFa,NINJ1,4814,10927,8.560734676796455,symbol
TNFa,CXCL3,2921,5654,23.758105672194567,symbol
TNFa,BIRC3,330,13558,13.582045497557385,symbol
TNFa,IFNGR2,3460,22104,7.3777888714754125,symbol
TNFa,TCIM,56892,9936,8.472723921002293,alias
TNFa,BID,637,22313,5.60413176278799,symbol
TNFa,CSF3,1440,18673,6.343140375426898,symbol
TNFa,NFKB1,4790,5809,9.348958018199768,symbol
TNFa,CXCL2,2920,5656,8.954759574671543,symbol
TNFa,DRAM1,55332,14770,10.758252373531665,symbol
TNFa,PPP4R4,57718,16198,3.3280546089658753,symbol
TNFa,CD83,9308,7366,11.002664858510604,symbol
TNFa,IKBKE,9641,2057,3.773163181244649,symbol
TNFa,CLDN1,9076,5183,9.089955595164122,symbol
TNFa,C1QTNF1,114897,19323,5.762291356418425,symbol
TNFa,IRF1,3659,6760,15.650726704349548,symbol
TNFa,NKX3-1,4824,9827,2.871632769332402,symbol
