idx,gene_symbol,entrez
12281,CASC2,255082
12282,FAM204A,63877
12283,LINC00867,100506126
12284,PRLHR,2834
12285,CACUL1,143384
12286,NANOS1,340719
12287,EIF3A,8661
12288,SNORA19,641451
12289,FAM45A,404636
12290,SFXN4,119559
12291,PRDX3,10935
12292,GRK5,2869
12293,RGS10,6001
12294,TIAL1,7073
12295,BAG3,9531
12296,INPP5F,22876
12297,MCMBP,79892
12298,SEC23IP,11196
12299,PLPP4,196051
12300,C10orf85,404216
12301,WDR11-AS1,283089
12302,WDR11,55717
12303,FGFR2,2263
12304,ATE1,11101
12305,LOC100130887,100130887
12306,NSMCE4A,54780
12307,TACC2,10579
12308,BTBD16,118663
12309,PLEKHA1,59338
12310,ARMS2,387715
12311,HTRA1,5654
12312,DMBT1,1755
12313,C10orf120,399814
12314,DMBT1P1,375940
12315,CUZD1,50624
12316,FAM24B-CUZD1,100533195
12317,FAM24B,196792
12318,LOC399815,399815
12319,FAM24A,118670
12320,C10orf88,80007
12321,PSTK,118672
12322,IKZF5,64376
12323,ACADSB,36
12324,HMX3,340784
12325,HMX2,3167
12326,BUB3,9184
12327,GPR26,2849
12328,CPXM2,119587
12329,CHST15,51363
12330,OAT,4942
12331,NKX1-2,390010
12332,LHPP,64077
12333,FAM53B,9679
12334,FAM53B-AS1,101927944
12335,METTL10,399818
12336,FAM175B,23172
12337,ZRANB1,54764
12338,CTBP2,1488
12339,TEX36-AS1,100169752
12340,TEX36,387718
12341,LOC283038,283038
12342,FLJ37035,399821
12343,EDRF1,26098
12344,EDRF1-AS1,101927983
12345,MMP21,118856
12346,UROS,7390
12347,BCCIP,56647
12348,DHX32,55760
12349,FANK1,92565
12350,FANK1-AS1,101410540
12351,ADAM12,8038
12352,LINC00601,101101772
12353,C10orf90,118611
12354,DOCK1,1793
12355,FAM196A,642938
12356,NPS,594857
12357,FOXI2,399823
12358,CLRN3,119467
12359,PTPRE,5791
12360,MKI67,4288
12361,LINC01163,101927381
12362,MGMT,4255
12363,EBF3,253738
12364,LINC00959,387723
12365,CTAGE7P,119437
12366,GLRX3,10539
12367,TCERG1L,256536
12368,TCERG1L-AS1,101927489
12369,LINC01164,399827
12370,PPP2R2D,55844
12371,BNIP3,664
12372,JAKMIP3,282973
12373,DPYSL4,10570
12374,STK32C,282974
12375,LRRC27,80313
12376,PWWP2B,170394
12377,C10orf91,170393
12378,INPP5A,3632
12379,NKX6-2,84504
12380,CFAP46,54777
12381,LINC01166,101927590
12382,LINC01167,103695432
12383,LINC01168,399829
12384,LOC100128127,100128127
12385,ADGRA1,84435
12386,KNDC1,85442
12387,UTF1,8433
12388,VENTX,27287
12389,MIR202HG,101927671
12390,ADAM8,101
12391,TUBGCP2,10844
12392,ZNF511,118472
12393,CALY,50632
12394,PRAP1,118471
12395,FUOM,282969
12396,ECHS1,1892
12397,MIR3944,100500911
12398,PAOX,196743
12399,MTG1,92170
12400,SPRN,503542
12401,SCART1,619207
12402,CYP2E1,1571
12403,SYCE1,93426
12404,SPRNP1,399833
12405,FRG2B,441581
12406,LINC01001,100133161
12407,ODF3,113746
12408,BET1L,51272
12409,RIC8A,60626
12410,SIRT3,23410
12411,PSMD13,5719
12412,NLRP6,171389
12413,ATHL1,80162
12414,IFITM5,387733
12415,IFITM2,10581
12416,IFITM1,8519
12417,IFITM3,10410
12418,B4GALNT4,338707
12419,PKP3,11187
12420,SIGIRR,59307
12421,ANO9,338440
12422,PTDSS2,81490
12423,RNH1,6050
12424,HRAS,3265
12425,LRRC56,115399
12426,LMNTD2,256329
12427,RASSF7,8045
12428,MIR210HG,100506211
12429,MIR210,406992
12430,LOC143666,143666
12431,PHRF1,57661
12432,IRF7,3665
12433,CDHR5,53841
12434,SCT,6343
12435,DRD4,1815
12436,DEAF1,10522
12437,TMEM80,283232
12438,EPS8L2,64787
12439,TALDO1,6888
12440,PDDC1,347862
12441,LOC171391,171391
12442,CEND1,51286
12443,SLC25A22,79751
12444,PANO1,101927423
12445,PIDD1,55367
12446,RPLP2,6181
12447,SNORA52,619565
12448,PNPLA2,57104
12449,CRACR2B,283229
12450,CD151,977
12451,POLR2L,5441
12452,TSPAN4,7106
12453,CHID1,66005
12454,AP2A2,161
12455,MUC6,4588
12456,MUC2,4583
12457,MUC5AC,4586
12458,MUC5B,727897
12459,TOLLIP,54472
12460,TOLLIP-AS1,255512
12461,BRSK2,9024
12462,MOB2,81532
12463,DUSP8,1850
12464,KRTAP5-AS1,338651
12465,KRTAP5-1,387264
12466,KRTAP5-2,440021
12467,KRTAP5-3,387266
12468,KRTAP5-4,387267
12469,KRTAP5-5,439915
12470,FAM99A,387742
12471,FAM99B,100132464
12472,KRTAP5-6,440023
12473,IFITM10,402778
12474,CTSD,1509
12475,SYT8,90019
12476,TNNI2,7136
12477,LSP1,4046
12478,LINC01150,101927624
12479,TNNT3,7140
12480,MRPL23,6150
12481,MRPL23-AS1,100133545
12482,LINC01219,104355220
12483,HOTS,103344718
12484,H19,283120
12485,IGF2,3481
12486,INS-IGF2,723961
12487,IGF2-AS,51214
12488,INS,3630
12489,TH,7054
12490,ASCL2,430
12491,C11orf21,29125
12492,TSPAN32,10077
12493,CD81-AS1,101927682
12494,CD81,975
12495,TSSC4,10078
12496,TRPM5,29850
12497,KCNQ1,3784
12498,KCNQ1OT1,10984
12499,KCNQ1-AS1,338653
12500,KCNQ1DN,55539
12501,CDKN1C,1028
12502,SLC22A18AS,5003
12503,SLC22A18,5002
12504,PHLDA2,7262
12505,NAP1L4,4676
12506,SNORA54,677833
12507,CARS,833
12508,OSBPL5,114879
12509,MRGPRG,386746
12510,MRGPRG-AS1,283303
12511,MRGPRE,116534
12512,ZNF195,7748
12513,TSSC2,7261
12514,OR7E12P,10821
12515,LOC101927708,101927708
12516,TRPC2,7221
12517,ART5,116969
12518,ART1,417
12519,CHRNA10,57053
12520,NUP98,4928
12521,PGAP2,27315
12522,RHOG,391
12523,STIM1,6786
12524,RRM1,6240
12525,LOC100506082,100506082
12526,OR52B4,143496
12527,TRIM21,6737
12528,OR52K2,119774
12529,OR52K1,390036
12530,OR52M1,119772
12531,C11orf40,143501
12532,OR52I2,143502
12533,OR52I1,390037
12534,TRIM68,55128
12535,OR51D1,390038
12536,OR51E1,143503
12537,OR51E2,81285
12538,OR51F1,256892
12539,OR52R1,119695
12540,OR51F2,119694
12541,OR51S1,119692
12542,OR51T1,401665
12543,OR51A7,119687
12544,OR51G2,81282
12545,OR51G1,79324
12546,OR51A4,401666
12547,OR51A2,401667
12548,MMP26,56547
12549,OR51L1,119682
12550,OR52J3,119679
12551,OR52E2,119678
12552,OR52A5,390054
12553,OR52A1,23538
12554,OR51V1,283111
12555,HBB,3043
12556,HBD,3045
12557,HBBP1,3044
12558,BGLT3,103344929
12559,HBG1,3047
12560,HBG2,3048
12561,HBE1,3046
12562,OR51B4,79339
12563,OR51B2,79345
12564,OR51B5,282763
12565,OR51B6,390058
12566,OR51M1,390059
12567,OR51Q1,390061
12568,OR51I1,390063
12569,OR51I2,390064
12570,OR52D1,390066
12571,UBQLN3,50613
12572,UBQLNL,143630
12573,OR52H1,390067
12574,OR52B6,340980
12575,TRIM6,117854
12576,TRIM6-TRIM34,445372
12577,TRIM34,53840
12578,TRIM5,85363
12579,TRIM22,10346
12580,OR56B1,387748
12581,OR52N4,390072
12582,OR52N5,390075
12583,OR52N1,79473
12584,OR52N2,390077
12585,OR52E6,390078
12586,OR52E8,390079
12587,OR52E4,390081
12588,OR56A3,390083
12589,OR56A5,390084
12590,OR52L1,338751
12591,OR56A4,120793
12592,OR56A1,120796
12593,OR56B4,196335
12594,OR52B2,255725
12595,OR52W1,120787
12596,C11orf42,160298
12597,FAM160A2,84067
12598,CNGA4,1262
12599,CCKBR,887
12600,PRKCDBP,112464
12601,SMPD1,6609
12602,APBB1,322
12603,HPX,3263
12604,TRIM3,10612
12605,ARFIP2,23647
12606,TIMM10B,26515
12607,DNHD1,144132
12608,RRP8,23378
12609,ILK,3611
12610,TAF10,6881
12611,TPP1,1200
12612,DCHS1,8642
12613,MRPL17,63875
12614,GVINP1,387751
12615,OR2AG2,338755
12616,OR2AG1,144125
12617,OR6A2,8590
12618,OR10A5,144124
12619,OR10A2,341276
12620,OR10A4,283297
12621,OR2D2,120776
12622,OR2D3,120775
12623,ZNF215,7762
12624,ZNF214,7761
12625,NLRP14,338323
12626,RBMXL2,27288
12627,SYT9,143425
12628,LOC100506258,100506258
12629,OLFML1,283298
12630,PPFIBP2,8495
12631,CYB5R2,51700
12632,OVCH2,341277
12633,OR5P2,120065
12634,OR5P3,120066
12635,OR5E1P,26343
12636,LOC283299,283299
12637,OR10A6,390093
12638,OR10A3,26496
12639,NLRP10,338322
12640,EIF3F,8665
12641,CASC23,103581031
12642,TUB,7275
12643,TUB-AS1,101927917
12644,RIC3,79608
12645,LMO1,4004
12646,STK33,65975
12647,TRIM66,9866
12648,RPL27A,6157
12649,SNORA3A,619562
12650,SNORA3B,677826
12651,ST5,6764
12652,LOC102724784,102724784
12653,AKIP1,56672
12654,C11orf16,56673
12655,ASCL3,56676
12656,TMEM9B,56674
12657,TMEM9B-AS1,493900
12658,NRIP3,56675
12659,SCUBE2,57758
12660,KRT8P41,283102
12661,DENND5A,23258
12662,TMEM41B,440026
12663,IPO7,10527
12664,SNORA23,677808
12665,LOC644656,644656
12666,ZNF143,7702
12667,WEE1,7465
12668,SWAP70,23075
12669,LOC440028,440028
12670,SBF2-AS1,283104
12671,SBF2,81846
12672,LOC101928008,101928008
12673,ADM,133
12674,CAND1.11,100130460
12675,AMPD3,272
12676,MTRNR2L8,100463486
12677,RNF141,50862
12678,MRVI1-AS1,100129827
12679,LYVE1,10894
12680,MRVI1,10335
12681,CTR9,9646
12682,EIF4G2,1982
12683,SNORD97,692223
12684,LOC101928053,101928053
12685,ZBED5,58486
12686,ZBED5-AS1,729013
12687,GALNT18,374378
12688,CSNK2A3,283106
12689,USP47,55031
12690,DKK3,27122
12691,MICAL2,9645
12692,MICALCL,84953
12693,PARVA,55742
12694,TEAD1,7003
12695,LINC00958,100506305
12696,RASSF10,644943
12697,ARNTL,406
12698,BTBD10,84280
12699,PTH,5741
12700,FAR1,84188
12701,SPON1,10418
12702,RRAS2,22800
12703,COPB1,1315
12704,PSMA1,5682
12705,PDE3B,5140
12706,CYP2R1,120227
12707,CALCA,796
12708,CALCB,797
12709,INSC,387755
12710,SOX6,55553
12711,C11orf58,10944
12712,PLEKHA7,144100
12713,OR7E14P,10819
12714,RPS13,6207
12715,PIK3C2A,5286
12716,NUCB2,4925
12717,NCR3LG1,374383
12718,KCNJ11,3767
12719,ABCC8,6833
12720,USH1C,10083
12721,OTOG,340990
12722,MYOD1,4654
12723,KCNC1,3746
12724,SERGEF,26297
12725,TPH1,7166
12726,SAAL1,113174
12727,SAA3P,6290
12728,MRGPRX3,117195
12729,MRGPRX4,117196
12730,LOC494141,494141
12731,SAA4,6291
12732,SAA2-SAA4,100528017
12733,SAA2,6289
12734,SAA1,6288
12735,HPS5,11234
12736,GTF2H1,2965
12737,LDHA,3939
12738,LDHC,3948
12739,LDHAL6A,160287
12740,TSG101,7251
12741,UEVLD,55293
12742,SPTY2D1-AS1,100506540
12743,SPTY2D1,144108
12744,TMEM86A,144110
12745,IGSF22,283284
12746,PTPN5,84867
12747,MRGPRX1,259249
12748,MRGPRX2,117194
12749,ZDHHC13,54503
12750,CSRP3,8048
12751,E2F8,79733
12752,NAV2,89797
12753,NAV2-AS5,100874012
12754,NAV2-AS4,399876
12755,LOC100126784,100126784
12756,NAV2-AS2,100874014
12757,DBX1,120237
12758,HTATIP2,10553
12759,PRMT3,10196
12760,SLC6A5,9152
12761,NELL1,4745
12762,ANO5,203859
12763,SLC17A6,57084
12764,FANCF,2188
12765,GAS2,2620
12766,SVIP,258010
12767,CCDC179,100500938
12768,LUZP2,338645
12769,ANO3,63982
12770,MUC15,143662
12771,SLC5A12,159963
12772,FIBIN,387758
12773,BBOX1,8424
12774,BBOX1-AS1,103695435
12775,CCDC34,91057
12776,LGR4,55366
12777,LOC105376671,105376671
12778,LIN7C,55327
12779,BDNF-AS,497258
12780,LINC00678,101410541
12781,BDNF,627
12782,KIF18A,81930
12783,METTL15,196074
12784,KCNA4,3739
12785,FSHB,2488
12786,ARL14EP,120534
12787,MPPED2,744
12788,DCDC5,100506627
12789,DCDC1,341019
12790,DNAJC24,120526
12791,IMMP1L,196294
12792,ELP4,26610
12793,PAX6,5080
12794,DKFZp686K1684,440034
12795,PAUPAR,103157000
12796,LOC100506675,100506675
12797,RCN1,5954
12798,WT1,7490
12799,WT1-AS,51352
12800,EIF3M,10480
12801,CCDC73,493860
12802,PRRG4,79056
12803,QSER1,79832
12804,DEPDC7,91614
12805,TCP11L1,55346
12806,LINC00294,283267
12807,CSTF3,1479
12808,CSTF3-AS1,338739
12809,HIPK3,10114
12810,KIAA1549L,25758
12811,C11orf91,100131378
12812,CD59,966
12813,FBXO3,26273
12814,FBXO3-AS1,101928440
12815,LMO2,4005
12816,CAPRIN1,4076
12817,NAT10,55226
12818,ABTB2,25841
12819,CAT,847
12820,ELF5,2001
12821,EHF,26298
12822,APIP,51074
12823,PDHX,8050
12824,LOC100507144,100507144
12825,CD44,960
12826,SLC1A2,6506
12827,PAMR1,25891
12828,FJX1,24147
12829,TRIM44,54765
12830,LDLRAD3,143458
12831,MIR3973,100616311
12832,COMMD9,29099
12833,PRR5L,79899
12834,TRAF6,7189
12835,RAG1,5896
12836,RAG2,5897
12837,C11orf74,119710
12838,LRRC4C,57689
12839,LINC01499,102723644
12840,LOC100507205,100507205
12841,HNRNPKP3,399881
12842,API5,8539
12843,TTC17,55761
12844,HSD17B12,51144
12845,ALKBH3,221120
12846,SEC14L1P1,729799
12847,ALKBH3-AS1,100507300
12848,C11orf96,387763
12849,ACCSL,390110
12850,ACCS,84680
12851,EXT2,2132
12852,ALX4,60529
12853,CD82,3732
12854,TSPAN18,90139
12855,TP53I11,9537
12856,LOC221122,221122
12857,PRDM11,56981
12858,SYT13,57586
12859,LOC101928812,101928812
12860,FLJ41423,399886
12861,CHST1,8534
12862,LOC100507384,100507384
12863,DKFZp779M0652,374387
12864,SLC35C1,55343
12865,CRY2,1408
12866,MAPK8IP1,9479
12867,C11orf94,143678
12868,PEX16,9409
12869,GYLTL1B,120071
12870,PHF21A,51317
12871,LOC101928894,101928894
12872,CREB3L1,90993
12873,DGKZ,8525
12874,MDK,4192
12875,CHRM4,1132
12876,AMBRA1,55626
12877,HARBI1,283254
12878,ATG13,9776
12879,ARHGAP1,392
12880,ZNF408,79797
12881,F2,2147
12882,CKAP5,9793
12883,SNORD67,692108
12884,LRP4-AS1,100507401
12885,LRP4,4038
12886,C11orf49,79096
12887,ARFGAP2,84364
12888,PACSIN3,29763
12889,DDB2,1643
12890,ACP2,53
12891,NR1H3,10062
12892,MADD,8567
12893,LOC101928943,101928943
12894,MYBPC3,4607
12895,SPI1,6688
12896,SLC39A13,91252
12897,PSMC3,5702
12898,RAPSN,5913
12899,CELF1,10658
12900,PTPMT1,114971
12901,KBTBD4,55709
12902,NDUFS3,4722
12903,FAM180B,399888
12904,C1QTNF4,114900
12905,MTCH2,23788
12906,AGBL2,79841
12907,FNBP4,23360
12908,NUP160,23279
12909,PTPRJ,5795
12910,OR4B1,119765
12911,OR4X2,119764
12912,OR4X1,390113
12913,OR4S1,256148
12914,OR4C3,256144
12915,OR4C45,403257
12916,OR4A47,403253
12917,TRIM49B,283116
12918,TRIM64C,646754
12919,FOLH1,2346
12920,LOC440040,440040
12921,OR4C13,283092
12922,OR4C12,283093
12923,LOC441601,441601
12924,LOC646813,646813
12925,OR4A5,81318
12926,OR4C46,119749
12927,TRIM48,79097
12928,TRIM51HP,440041
12929,OR4A16,81327
12930,OR4A15,81328
12931,OR4C15,81309
12932,OR4C16,219428
12933,OR4C11,219429
12934,OR4P4,81300
12935,OR4S2,219431
12936,OR4C6,219432
12937,OR5D13,390142
12938,OR5D14,219436
12939,OR5L1,219437
12940,OR5D18,219438
12941,OR5L2,26338
12942,OR5D16,390144
12943,TRIM51,84767
12944,OR5W2,390148
12945,OR5I1,10798
12946,OR10AG1,282770
12947,OR7E5P,219445
12948,OR5F1,338674
12949,OR5AS1,219447
12950,OR8I2,120586
12951,OR8H2,390151
12952,OR8H3,390152
12953,OR8J3,81168
12954,OR8K5,219453
12955,OR5J2,282775
12956,OR5T2,219464
12957,OR5T3,390154
12958,OR5T1,390155
12959,OR8H1,219469
12960,OR8K3,219473
12961,OR8K1,390157
12962,OR8J1,219477
12963,OR8U8,504189
12964,OR8U1,219417
12965,OR5R1,219479
12966,OR5M9,390162
12967,OR5M3,219482
12968,OR5M8,219484
12969,OR5M11,219487
12970,OR5M10,390167
12971,OR5M1,390168
12972,OR5AP2,338675
12973,OR5AR1,219493
12974,OR9G1,390174
12975,OR9G4,283189
12976,LOC101927120,101927120
12977,OR5AK2,390181
12978,OR5AK4P,219525
12979,LRRC55,219527
12980,APLNR,187
12981,TNKS1BP1,85456
12982,SSRP1,6749
12983,P2RX3,5024
12984,PRG3,10394
12985,PRG2,5553
12986,SLC43A3,29015
12987,RTN4RL2,349667
12988,SLC43A1,8501
12989,TIMM10,26519
12990,SMTNL1,219537
12991,UBE2L6,9246
12992,SERPING1,710
12993,YPEL4,219539
12994,CLP1,10978
12995,ZDHHC5,25921
12996,MED19,219541
12997,TMX2,51075
12998,TMX2-CTNND1,100528016
12999,C11orf31,280636
13000,BTBD18,643376
13001,CTNND1,1500
13002,OR9Q1,219956
13003,OR6Q1,219952
13004,OR9I1,219954
13005,OR9Q2,219957
13006,OR1S2,219958
13007,OR1S1,219959
13008,OR10Q1,219960
13009,OR10W1,81341
13010,OR5B17,219965
13011,OR5B3,441608
13012,OR5B2,390190
13013,OR5B12,390191
13014,OR5B21,219968
13015,LPXN,9404
13016,ZFP91,80829
13017,ZFP91-CNTF,386607
13018,CNTF,1270
13019,GLYAT,10249
13020,GLYATL2,219970
13021,GLYATL1,92292
13022,LOC283194,283194
13023,FAM111B,374393
13024,LOC101927204,101927204
13025,FAM111A,63901
13026,DTX4,23220
13027,MPEG1,219972
13028,OR5AN1,390195
13029,OR5A2,219981
13030,OR5A1,219982
13031,OR4D6,219983
13032,OR4D10,390197
13033,OR4D11,219986
13034,OR4D9,390199
13035,OSBP,5007
13036,PATL1,219988
13037,OR10V1,390201
13038,OR10V2P,81343
13039,STX3,6809
13040,MRPL16,54948
13041,GIF,2694
13042,TCN1,6947
13043,OOSP1,255649
13044,OOSP2,219990
13045,MS4A3,932
13046,MS4A2,2206
13047,MS4A6A,64231
13048,MS4A4A,51338
13049,MS4A6E,245802
13050,MS4A7,58475
13051,MS4A14,84689
13052,MS4A5,64232
13053,MS4A1,931
13054,MS4A12,54860
13055,MS4A13,503497
13056,LINC00301,283197
13057,MS4A8,83661
13058,MS4A18,728588
13059,MS4A15,219995
13060,MS4A10,341116
13061,CCDC86,79080
13062,PTGDR2,11251
13063,ZP1,22917
13064,PRPF19,27339
13065,TMEM109,79073
13066,TMEM132A,54972
13067,SLC15A3,51296
13068,CD6,923
13069,CD5,921
13070,VPS37C,55048
13071,PGA3,643834
13072,PGA4,643847
13073,PGA5,5222
13074,VWCE,220001
13075,DDB1,1642
13076,TKFC,26007
13077,CYB561A3,220002
13078,TMEM138,51524
13079,TMEM216,51259
13080,CPSF7,79869
13081,SDHAF2,54949
13082,PPP1R32,220004
13083,LRRC10B,390205
13084,SYT7,9066
13085,LOC101927495,101927495
13086,RPLP0P2,113157
13087,DAGLA,747
13088,MYRF,745
13089,DKFZP434K028,26070
13090,TMEM258,746
13091,FEN1,2237
13092,FADS1,3992
13093,FADS2,9415
13094,FADS3,3995
13095,RAB3IL1,5866
13096,BEST1,7439
13097,FTH1,2495
13098,INCENP,3619
13099,SCGB1D1,10648
13100,SCGB2A1,4246
13101,SCGB1D2,10647
13102,SCGB2A2,4250
13103,ASRGL1,80150
13104,SCGB1A1,7356
13105,AHNAK,79026
13106,EEF1G,1937
13107,TUT1,64852
13108,MTA2,9219
13109,EML3,256364
13110,ROM1,6094
13111,B3GAT3,26229
13112,GANAB,23193
13113,INTS5,80789
13114,C11orf98,102288414
13115,LBHD1,79081
13116,METTL12,751071
13117,SNORA57,692158
13118,UQCC3,790955
13119,UBXN1,51035
13120,LRRN4CL,221091
13121,BSCL2,26580
13122,HNRNPUL2-BSCL2,100534595
13123,GNG3,2785
13124,HNRNPUL2,221092
13125,TTC9C,283237
13126,ZBTB3,79842
13127,POLR2G,5436
13128,TAF6L,10629
13129,TMEM179B,374395
13130,TMEM223,79064
13131,NXF1,10482
13132,STX5,6811
13133,WDR74,54663
13134,SNHG1,23642
13135,SNORD22,9304
13136,SLC3A2,6520
13137,CHRM1,1128
13138,SLC22A6,9356
13139,SLC22A8,9376
13140,SLC22A24,283238
13141,SLC22A25,387601
13142,SLC22A10,387775
13143,SLC22A9,114571
13144,HRASLS5,117245
13145,LGALS12,85329
13146,RARRES3,5920
13147,HRASLS2,54979
13148,PLA2G16,11145
13149,ATL3,25923
13150,RTN3,10313
13151,C11orf95,65998
13152,C11orf84,144097
13153,MARK2,2011
13154,RCOR2,283248
13155,NAA40,79829
13156,COX8A,1351
13157,OTUB1,55611
13158,MACROD1,28992
13159,FLRT1,23769
13160,STIP1,10963
13161,FERMT3,83706
13162,TRPT1,83707
13163,NUDT22,84304
13164,DNAJC4,3338
13165,VEGFB,7423
13166,FKBP2,2286
13167,PPP1R14B,26472
13168,PLCB3,5331
13169,BAD,572
13170,GPR137,56834
13171,KCNK4,50801
13172,TEX40,25858
13173,ESRRA,2101
13174,TRMT112,51504
13175,PRDX5,25824
13176,CCDC88B,283234
13177,RPS6KA4,8986
13178,LOC100996455,100996455
13179,SLC22A11,55867
13180,SLC22A12,116085
13181,NRXN2,9379
13182,RASGRP2,10235
13183,PYGM,5837
13184,SF1,7536
13185,MAP4K2,5871
13186,MEN1,4221
13187,CDC42BPG,55561
13188,EHD1,10938
13189,MIR192,406967
13190,ATG2A,23130
13191,PPP2R5B,5526
13192,GPHA2,170589
13193,C11orf85,283129
13194,BATF2,116071
13195,ARL2,402
13196,ARL2-SNX15,100528018
13197,SNX15,29907
13198,SAC3D1,29901
13199,NAALADL1,10004
13200,CDCA5,113130
13201,ZFPL1,7542
13202,TMEM262,100130348
13203,VPS51,738
13204,TM7SF2,7108
13205,ZNHIT2,741
13206,FAU,2197
13207,MRPL49,740
13208,SYVN1,84447
13209,SPDYC,387778
13210,CAPN1,823
13211,SLC22A20,440044
13212,POLA2,23649
13213,CDC42EP2,10435
13214,DPF2,5977
13215,TIGD3,220359
13216,SLC25A45,283130
13217,FRMD8,83786
13218,NEAT1,283131
13219,MALAT1,378938
13220,SCYL1,57410
13221,LTBP3,4054
13222,SSSCA1-AS1,254100
13223,SSSCA1,10534
13224,FAM89B,23625
13225,EHBP1L1,254102
13226,KCNK7,10089
13227,MAP3K11,4296
13228,PCNXL3,399909
13229,SIPA1,6494
13230,RELA,5970
13231,KAT5,10524
13232,RNASEH2C,84153
13233,AP5B1,91056
13234,OVOL1,5017
13235,OVOL1-AS1,101927828
13236,SNX32,254122
13237,CFL1,1072
13238,MUS81,80198
13239,EFEMP2,30008
13240,CTSW,1521
13241,FIBP,9158
13242,CCDC85B,11007
13243,FOSL1,8061
13244,C11orf68,83638
13245,DRAP1,10589
13246,TSGA10IP,254187
13247,SART1,9092
13248,EIF1AD,84285
13249,BANF1,8815
13250,CST6,1474
13251,CATSPER1,117144
13252,GAL3ST3,89792
13253,SF3B2,10992
13254,PACS1,55690
13255,KLC2,64837
13256,RAB1B,81876
13257,CNIH2,254263
13258,YIF1A,10897
13259,TMEM151A,256472
13260,CD248,57124
13261,RIN1,9610
13262,BRMS1,25855
13263,B4GAT1,11041
13264,SLC29A2,3177
13265,NPAS4,266743
13266,MRPL11,65003
13267,PELI3,246330
13268,LOC101928069,101928069
13269,DPP3,10072
13270,BBS1,582
13271,ZDHHC24,254359
13272,ACTN3,89
13273,CTSF,8722
13274,CCDC87,55231
13275,CCS,9973
13276,RBM14,10432
13277,RBM14-RBM4,100526737
13278,RBM4,5936
13279,RBM4B,83759
13280,SPTBN2,6712
13281,C11orf80,79703
13282,RCE1,9986
13283,PC,5091
13284,LRFN4,78999
13285,C11orf86,254439
13286,SYT12,91683
13287,RHOD,29984
13288,KDM2A,22992
13289,ADRBK1,156
13290,ANKRD13D,338692
13291,SSH3,54961
13292,LOC100130987,100130987
13293,POLD4,57804
13294,CLCF1,23529
13295,RAD9A,5883
13296,PPP1CA,5499
13297,TBC1D10C,374403
13298,CARNS1,57571
13299,RPS6KB2,6199
13300,PTPRCAP,5790
13301,CORO1B,57175
13302,GPR152,390212
13303,CABP4,57010
13304,TMEM134,80194
13305,AIP,9049
13306,PITPNM1,9600
13307,CDK2AP2,10263
13308,CABP2,51475
13309,GSTP1,2950
13310,C11orf72,100505621
13311,NDUFV1,4723
13312,DOC2GP,390213
13313,NUDT8,254552
13314,TBX10,347853
13315,ACY3,91703
13316,ALDH3B2,222
13317,FAM86C2P,645332
13318,UNC93B1,81622
13319,ALDH3B1,221
13320,NDUFS8,4728
13321,TCIRG1,10312
13322,MIR6753,102465451
13323,CHKA,1119
13324,KMT5B,51111
13325,C11orf24,53838
13326,LRP5,4041
13327,PPP6R3,55291
13328,GAL,51083
13329,MTL5,9633
13330,CPT1A,1374
13331,MRPL21,219927
13332,IGHMBP2,3508
13333,MRGPRD,116512
13334,MRGPRF,116535
13335,MRGPRF-AS1,101928200
13336,TPCN2,219931
13337,LOC338694,338694
13338,MYEOV,26579
13339,LINC01488,101928292
13340,CCND1,595
13341,ORAOV1,220064
13342,FGF19,9965
13343,FGF4,2249
13344,FGF3,2248
13345,LOC101928443,101928443
13346,ANO1-AS2,100009613
13347,ANO1,55107
13348,FADD,8772
13349,PPFIA1,8500
13350,CTTN,2017
13351,SHANK2,22941
13352,SHANK2-AS1,100874198
13353,SHANK2-AS3,220070
13354,FLJ42102,399923
13355,DHCR7,1717
13356,NADSYN1,55191
13357,KRTAP5-7,440050
13358,KRTAP5-8,57830
13359,KRTAP5-9,3846
13360,KRTAP5-10,387273
13361,KRTAP5-11,440051
13362,FAM86C1,55199
13363,ALG1L9P,285407
13364,ZNF705E,100131539
13365,LOC100133315,100133315
13366,LOC100129216,100129216
13367,RNF121,55298
13368,IL18BP,10068
13369,NUMA1,4926
13370,LOC100128494,100128494
13371,LRTOMT,220074
13372,LAMTOR1,55004
13373,ANAPC15,25906
13374,FOLR3,2352
13375,FOLR1,2348
13376,FOLR2,2350
13377,INPPL1,3636
13378,PHOX2A,401
13379,CLPB,81570
13380,LINC01537,101928555
13381,PDE2A,5138
13382,ARAP1,116985
13383,STARD10,10809
13384,ATG16L2,89849
13385,FCHSD2,9873
13386,P2RY2,5029
13387,P2RY6,5031
13388,ARHGEF17,9828
13389,RELT,84957
13390,FAM168A,23201
13391,PLEKHB1,58473
13392,RAB6A,5870
13393,MRPL48,51642
13394,COA4,51287
13395,PAAF1,80227
13396,DNAJB13,374407
13397,UCP2,7351
13398,UCP3,7352
13399,C2CD3,26005
13400,PPME1,51400
13401,P4HA3,283208
13402,LOC101928580,101928580
13403,PGM2L1,283209
13404,KCNE3,10008
13405,LIPT2,387787
13406,POLD3,10714
13407,CHRDL2,25884
13408,RNF169,254225
13409,XRRA1,143570
13410,SPCS2,9789
13411,NEU3,10825
13412,OR2AT4,341152
13413,SLCO2B1,11309
13414,TPBGL,100507050
13415,ARRB1,408
13416,RPS3,6188
13417,SNORD15A,6079
13418,SNORD15B,114599
13419,KLHL35,283212
13420,GDPD5,81544
13421,SERPINH1,871
13422,MAP6,4135
