idx,gene_symbol,entrez
6482,GUSBP9,100049076
6483,PMCHL2,5370
6484,BDP1,55814
6485,MCCC2,64087
6486,CARTPT,9607
6487,MAP1B,4131
6488,MRPS27,23107
6489,PTCD2,79810
6490,ZNF366,167465
6491,LOC102477328,102477328
6492,TNPO1,3842
6493,FCHO2,115548
6494,TMEM171,134285
6495,TMEM174,134288
6496,FOXD1,2297
6497,BTF3,689
6498,ANKRA2,57763
6499,UTP15,84135
6500,ARHGEF28,64283
6501,LINC01333,101929082
6502,LINC01331,104310351
6503,ENC1,8507
6504,HEXB,3074
6505,GFM2,84340
6506,NSA2,10412
6507,FAM169A,26049
6508,GCNT4,51301
6509,LINC01336,104326191
6510,ANKRD31,256006
6511,HMGCR,3156
6512,COL4A3BP,10087
6513,POLK,51426
6514,ANKDD1B,728780
6515,POC5,134359
6516,SV2C,22987
6517,IQGAP2,10788
6518,F2RL2,2151
6519,NCRUPAR,100302746
6520,F2R,2149
6521,F2RL1,2150
6522,S100Z,170591
6523,CRHBP,1393
6524,AGGF1,55109
6525,ZBED3,84327
6526,SNORA47,677828
6527,ZBED3-AS1,728723
6528,PDE8B,8622
6529,WDR41,55255
6530,OTP,23440
6531,TBCA,6902
6532,LOC101929154,101929154
6533,AP3B1,8546
6534,LOC728769,728769
6535,SCAMP1,9522
6536,LHFPL2,10184
6537,ARSB,411
6538,DMGDH,29958
6539,BHMT2,23743
6540,BHMT,635
6541,JMY,133746
6542,HOMER1,9456
6543,PAPD4,167153
6544,CMYA5,202333
6545,LINC01455,105616916
6546,MTX3,345778
6547,THBS4,7060
6548,CTD-2201I18.1,101929215
6549,SERINC5,256987
6550,LOC644936,644936
6551,SPZ1,84654
6552,CRSP8P,441089
6553,ZFYVE16,9765
6554,FAM151B,167555
6555,ANKRD34B,340120
6556,LINC01337,103689917
6557,DHFR,1719
6558,MTRNR2L2,100462981
6559,MSH3,4437
6560,RASGRF2-AS1,102524628
6561,RASGRF2,5924
6562,CKMT2,1160
6563,CKMT2-AS1,100131067
6564,ZCCHC9,84240
6565,ACOT12,134526
6566,SSBP2,23635
6567,ATG10,83734
6568,RPS23,6228
6569,ATP6AP1L,92270
6570,LINC01338,102546175
6571,TMEM167A,153339
6572,SCARNA18,677765
6573,XRCC4,7518
6574,VCAN,1462
6575,HAPLN1,1404
6576,EDIL3,10085
6577,NBPF22P,285622
6578,COX7C,1350
6579,LOC100505878,100505878
6580,LOC101929380,101929380
6581,FLJ11292,55338
6582,RASA1,5921
6583,LOC644285,644285
6584,CCNH,902
6585,TMEM161B,153396
6586,TMEM161B-AS1,100505894
6587,LOC102546226,102546226
6588,LINC00461,645323
6589,MEF2C,4208
6590,MEF2C-AS1,101929423
6591,CETN3,1070
6592,LOC731157,731157
6593,MBLAC2,153364
6594,POLR3G,10622
6595,LYSMD3,116068
6596,ADGRV1,84059
6597,LUCAT1,100505994
6598,ARRDC3,57561
6599,ARRDC3-AS1,100129716
6600,NR2F1-AS1,441094
6601,NR2F1,7025
6602,FAM172A,83989
6603,POU5F2,134187
6604,KIAA0825,285600
6605,SLF1,84250
6606,MCTP1,79772
6607,FAM81B,153643
6608,TTC37,9652
6609,ARSK,153642
6610,GPR150,285601
6611,RFESD,317671
6612,SPATA9,83890
6613,RHOBTB3,22836
6614,GLRX,2745
6615,LINC01554,202299
6616,ELL2,22936
6617,LOC101929710,101929710
6618,PCSK1,5122
6619,CAST,831
6620,ERAP1,51752
6621,ERAP2,64167
6622,LNPEP,4012
6623,LIX1,167410
6624,RIOK2,55781
6625,LINC01340,102546227
6626,RGMB,285704
6627,RGMB-AS1,503569
6628,CHD1,1105
6629,LOC100289230,100289230
6630,CTD-2151A2.1,102724855
6631,LOC100133050,100133050
6632,FAM174A,345757
6633,ST8SIA4,7903
6634,SLCO4C1,353189
6635,SLCO6A1,133482
6636,LINC00492,100861468
6637,LINC00491,285708
6638,PAM,5066
6639,GIN1,54826
6640,PPIP5K2,23262
6641,C5orf30,90355
6642,LOC102467212,102467212
6643,NUDT12,83594
6644,RAB9BP1,9366
6645,LOC102467213,102467213
6646,EFNA5,1946
6647,FBXL17,64839
6648,LINC01023,100652853
6649,FER,2241
6650,PJA2,9867
6651,MAN2A1,4124
6652,LOC100289673,100289673
6653,TMEM232,642987
6654,SLC25A46,91137
6655,TSLP,85480
6656,WDR36,134430
6657,CAMK4,814
6658,STARD4,134429
6659,STARD4-AS1,100505678
6660,NREP,9315
6661,NREP-AS1,100873948
6662,EPB41L4A-AS1,114915
6663,SNORA13,654322
6664,EPB41L4A,64097
6665,LOC101927023,101927023
6666,EPB41L4A-AS2,54508
6667,APC,324
6668,SRP19,6728
6669,REEP5,7905
6670,DCP2,167227
6671,MCC,4163
6672,TSSK1B,83942
6673,YTHDC2,64848
6674,KCNN2,3781
6675,LOC101927078,101927078
6676,TRIM36,55521
6677,PGGT1B,5229
6678,CCDC112,153733
6679,FEM1C,56929
6680,TICAM2,353376
6681,TMED7-TICAM2,100302736
6682,LOC101927100,101927100
6683,TMED7,51014
6684,LOC102467217,102467217
6685,CDO1,1036
6686,ATG12,9140
6687,AP3S1,1176
6688,LVRN,206338
6689,ARL14EPL,644100
6690,COMMD10,51397
6691,LOC101927190,101927190
6692,SEMA6A,57556
6693,SEMA6A-AS1,101927233
6694,LINC00992,728342
6695,LOC102467224,102467224
6696,LOC100505811,100505811
6697,HRAT56,101927280
6698,LOC102467225,102467225
6699,DTWD2,285605
6700,DMXL1,1657
6701,TNFAIP8,25816
6702,HSD17B4,3295
6703,FAM170A,340069
6704,PRR16,51334
6705,LOC102467226,102467226
6706,FTMT,94033
6707,SRFBP1,153443
6708,LOX,4015
6709,ZNF474,133923
6710,LOC100505841,100505841
6711,SNCAIP,9627
6712,MGC32805,153163
6713,LOC101927379,101927379
6714,SNX2,6643
6715,SNX24,28966
6716,PPIC,5480
6717,PRDM6,93166
6718,CEP120,153241
6719,CSNK1G3,1456
6720,LINC01170,103724389
6721,ZNF608,57507
6722,LOC101927421,101927421
6723,LOC101927460,101927460
6724,LOC101927488,101927488
6725,GRAMD3,65983
6726,ALDH7A1,501
6727,PHAX,51808
6728,TEX43,389320
6729,LMNB1,4001
6730,MARCH3,115123
6731,C5orf63,401207
6732,MEGF10,84466
6733,PRRC1,133619
6734,CTXN3,613212
6735,LINC01184,644873
6736,SLC12A2,6558
6737,FBN2,2201
6738,SLC27A6,28965
6739,ISOC1,51015
6740,ADAMTS19-AS1,103689846
6741,ADAMTS19,171019
6742,KIAA1024L,100127206
6743,CHSY3,337876
6744,HINT1,3094
6745,LYRM7,90624
6746,CDC42SE2,56990
6747,RAPGEF6,51735
6748,FNIP1,96459
6749,MEIKIN,728637
6750,ACSL6,23305
6751,IL3,3562
6752,CSF2,1437
6753,P4HA2-AS1,100861518
6754,P4HA2,8974
6755,PDLIM4,8572
6756,SLC22A4,6583
6757,LOC553103,553103
6758,SLC22A5,6584
6759,C5orf56,441108
6760,IRF1,3659
6761,IL5,3567
6762,RAD50,10111
6763,TH2LCRR,101927761
6764,IL13,3596
6765,IL4,3565
6766,KIF3A,11127
6767,CCNI2,645121
6768,SEPT8,23176
6769,SOWAHA,134548
6770,SHROOM1,134549
6771,GDF9,2661
6772,UQCRQ,27089
6773,LEAP2,116842
6774,AFF4,27125
6775,ZCCHC10,54819
6776,HSPA4,3308
6777,FSTL4,23105
6778,WSPAR,105664404
6779,C5orf15,56951
6780,VDAC1,7416
6781,TCF7,6932
6782,SKP1,6500
6783,PPP2CA,5515
6784,CDKL3,51265
6785,UBE2B,7320
6786,CDKN2AIPNL,91368
6787,LOC102546229,102546229
6788,LOC101927934,101927934
6789,JADE2,23338
6790,SAR1B,51128
6791,SEC24A,10802
6792,CAMLG,819
6793,DDX46,9879
6794,C5orf24,134553
6795,TXNDC15,79770
6796,PCBD2,84105
6797,CATSPER3,347732
6798,PITX1,5307
6799,C5orf66,100996485
6800,C5orf66-AS1,101927953
6801,C5orf66-AS2,340073
6802,H2AFY,9555
6803,DCANP1,140947
6804,TIFAB,497189
6805,NEUROG1,4762
6806,CXCL14,9547
6807,LOC340074,340074
6808,SLC25A48,153328
6809,FBXL21,26223
6810,LECT2,3950
6811,TGFBI,7045
6812,SMAD5-AS1,9597
6813,SMAD5,4090
6814,LOC389332,389332
6815,TRPC7,57113
6816,SPOCK1,6695
6817,KLHL3,26249
6818,HNRNPA0,10949
6819,NPY6R,4888
6820,MYOT,9499
6821,PKD2L2,27039
6822,FAM13B,51306
6823,WNT8A,7478
6824,NME5,8382
6825,BRD8,10902
6826,KIF20A,10112
6827,CDC23,8697
6828,GFRA3,2676
6829,CDC25C,995
6830,FAM53C,51307
6831,KDM3B,51780
6832,REEP2,51308
6833,EGR1,1958
6834,ETF1,2107
6835,HSPA9,3313
6836,CTNNA1,1495
6837,LRRTM2,26045
6838,SIL1,64374
6839,SNHG4,724102
6840,MATR3,9782
6841,SNORA74A,26821
6842,PAIP2,51247
6843,SLC23A1,9963
6844,MZB1,51237
6845,PROB1,389333
6846,SPATA24,202051
6847,DNAJC18,202052
6848,ECSCR,641700
6849,TMEM173,340061
6850,UBE2D2,7322
6851,CXXC5,51523
6852,LOC101929696,101929696
6853,PSD2,84249
6854,NRG2,9542
6855,LINC01024,100505636
6856,PURA,5813
6857,IGIP,492311
6858,LOC101929719,101929719
6859,CYSTM1,84418
6860,PFDN1,5201
6861,HBEGF,1839
6862,SLC4A9,83697
6863,ANKHD1,54882
6864,ANKHD1-EIF4EBP3,404734
6865,EIF4EBP3,8637
6866,SRA1,10011
6867,APBB3,10307
6868,SLC35A4,113829
6869,CD14,929
6870,TMCO6,55374
6871,NDUFA2,4695
6872,IK,3550
6873,WDR55,54853
6874,DND1,373863
6875,HARS,3035
6876,HARS2,23438
6877,ZMAT2,153527
6878,PCDHA1,56147
6879,PCDHA2,56146
6880,PCDHA3,56145
6881,PCDHA4,56144
6882,PCDHA5,56143
6883,PCDHA6,56142
6884,PCDHA7,56141
6885,PCDHA8,56140
6886,PCDHA9,9752
6887,PCDHA10,56139
6888,PCDHA11,56138
6889,PCDHA12,56137
6890,PCDHA13,56136
6891,PCDHAC1,56135
6892,PCDHAC2,56134
6893,LOC101926905,101926905
6894,PCDHB1,29930
6895,PCDHB2,56133
6896,PCDHB3,56132
6897,PCDHB4,56131
6898,PCDHB5,26167
6899,PCDHB6,56130
6900,PCDHB17P,54661
6901,PCDHB7,56129
6902,PCDHB8,56128
6903,PCDHB16,57717
6904,PCDHB9,56127
6905,PCDHB10,56126
6906,PCDHB11,56125
6907,PCDHB12,56124
6908,PCDHB13,56123
6909,PCDHB14,56122
6910,PCDHB18P,54660
6911,PCDHB19P,84054
6912,PCDHB15,56121
6913,SLC25A2,83884
6914,TAF7,6879
6915,PCDHGA1,56114
6916,PCDHGA2,56113
6917,PCDHGA3,56112
6918,PCDHGB1,56104
6919,PCDHGA4,56111
6920,PCDHGB2,56103
6921,PCDHGA5,56110
6922,PCDHGB3,56102
6923,PCDHGA6,56109
6924,PCDHGA7,56108
6925,PCDHGB4,8641
6926,PCDHGA8,9708
6927,PCDHGB5,56101
6928,PCDHGA9,56107
6929,PCDHGB6,56100
6930,PCDHGA10,56106
6931,PCDHGB7,56099
6932,PCDHGA11,56105
6933,PCDHGB8P,56120
6934,PCDHGA12,26025
6935,PCDHGC3,5098
6936,PCDHGC4,56098
6937,PCDHGC5,56097
6938,DIAPH1,1729
6939,LOC100505658,100505658
6940,HDAC3,8841
6941,RELL2,285613
6942,FCHSD1,89848
6943,ARAP3,64411
6944,PCDH1,5097
6945,LOC729080,729080
6946,KIAA0141,9812
6947,PCDH12,51294
6948,RNF14,9604
6949,GNPDA1,10007
6950,NDFIP1,80762
6951,SPRY4,81848
6952,SPRY4-IT1,100642175
6953,LOC101926941,101926941
6954,FGF1,2246
6955,ARHGAP26,23092
6956,ARHGAP26-AS1,100874239
6957,ARHGAP26-IT1,100874372
6958,NR3C1,2908
6959,HMHB1,57824
6960,YIPF5,81555
6961,KCTD16,57528
6962,PRELID2,153768
6963,GRXCR2,643226
6964,SH3RF2,153769
6965,PLAC8L1,153770
6966,LARS,51520
6967,RBM27,54439
6968,POU4F3,5459
6969,TCERG1,10915
6970,GPR151,134391
6971,PPP2R2B,5521
6972,STK32A,202374
6973,DPYSL3,1809
6974,JAKMIP2-AS1,153469
6975,JAKMIP2,9832
6976,SPINK1,6690
6977,SCGB3A2,117156
6978,C5orf46,389336
6979,SPINK5,11005
6980,SPINK14,408187
6981,SPINK6,404203
6982,LOC102546294,102546294
6983,SPINK13,153218
6984,SPINK7,84651
6985,SPINK9,643394
6986,FBXO38,81545
6987,HTR4,3360
6988,ADRB2,154
6989,SH3TC2,79628
6990,LOC255187,255187
6991,ABLIM3,22885
6992,AFAP1L1,134265
6993,GRPEL2,134266
6994,PCYOX1L,78991
6995,IL17B,27190
6996,CARMN,728264
6997,CSNK1A1,1452
6998,ARHGEF37,389337
6999,PPARGC1B,133522
7000,PDE6A,5145
7001,LOC644762,644762
7002,SLC26A2,1836
7003,TIGD6,81789
7004,HMGXB3,22993
7005,CSF1R,1436
7006,PDGFRB,5159
7007,CDX1,1044
7008,SLC6A7,6534
7009,CAMK2A,815
7010,ARSI,340075
7011,TCOF1,6949
7012,CD74,972
7013,RPS14,6208
7014,NDST1,3340
7015,SYNPO,11346
7016,MYOZ3,91977
7017,RBM22,55696
7018,DCTN4,51164
7019,SMIM3,85027
7020,IRGM,345611
7021,ZNF300,91975
7022,ZNF300P1,134466
7023,GPX3,2878
7024,TNIP1,10318
7025,ANXA6,309
7026,CCDC69,26112
7027,GM2A,2760
7028,SLC36A3,285641
7029,SLC36A2,153201
7030,SLC36A1,206358
7031,FAT2,2196
7032,SPARC,6678
7033,CTB-113P19.1,101927096
7034,ATOX1,475
7035,LOC100652758,100652758
7036,G3BP1,10146
7037,GLRA1,2741
7038,CTB-12O2.1,101927115
7039,NMUR2,56923
7040,LINC01470,101927134
7041,GRIA1,2890
7042,FAM114A2,10827
7043,MFAP3,4238
7044,GALNT10,55568
7045,MIR1294,100302181
7046,SAP30L-AS1,386627
7047,SAP30L,79685
7048,HAND1,9421
7049,LARP1,23367
7050,FAXDC2,10826
7051,CNOT8,9337
7052,GEMIN5,25929
7053,MRPL22,29093
7054,KIF4B,285643
7055,SGCD,6444
7056,PPP1R2P3,153743
7057,TIMD4,91937
7058,HAVCR1,26762
7059,HAVCR2,84868
7060,MED7,9443
7061,FAM71B,153745
7062,ITK,3702
7063,CYFIP2,26999
7064,FNDC9,408263
7065,NIPAL4,348938
7066,ADAM19,8728
7067,SOX30,11063
7068,C5orf52,100190949
7069,THG1L,54974
7070,LSM11,134353
7071,CLINT1,9685
7072,LOC101927697,101927697
7073,EBF1,1879
7074,LOC101927740,101927740
7075,RNF145,153830
7076,UBLCP1,134510
7077,IL12B,3593
7078,LOC285626,285626
7079,LOC285627,285627
7080,LOC101927766,101927766
7081,ADRA1B,147
7082,TTC1,7265
7083,PWWP2A,114825
7084,FABP6,2172
7085,CCNJL,79616
7086,C1QTNF2,114898
7087,ZBED8,63920
7088,SLU7,10569
7089,PTTG1,9232
7090,ATP10B,23120
7091,LOC285629,285629
7092,GABRB2,2561
7093,GABRA6,2559
7094,GABRA1,2554
7095,LINC01202,104326188
7096,GABRG2,2566
7097,CCNG1,900
7098,NUDCD2,134492
7099,HMMR,3161
7100,HMMR-AS1,101927813
7101,MAT2B,27430
7102,LOC101927835,101927835
7103,CTB-7E3.1,102557615
7104,TENM2,57451
7105,CTB-178M22.2,101927862
7106,WWC1,23286
7107,RARS,5917
7108,FBLL1,345630
7109,PANK3,79646
7110,SLIT3,6586
7111,LOC101927969,101927969
7112,LOC728095,728095
7113,SPDL1,54908
7114,DOCK2,1794
7115,FAM196B,100131897
7116,FOXI1,2299
7117,LOC100507267,100507267
7118,C5orf58,133874
7119,LCP2,3937
7120,LINC01366,257358
7121,KCNIP1,30820
7122,KCNMB1,3779
7123,CTD-2270F17.1,101928033
7124,GABRP,2568
7125,RANBP17,64901
7126,TLX3,30012
7127,NPM1,4869
7128,FGF18,8817
7129,C5orf50,644994
7130,FBXW11,23291
7131,STK10,6793
7132,EFCAB9,285588
7133,UBTD2,92181
7134,FLJ40453,100288254
7135,SH3PXD2B,285590
7136,NEURL1B,54492
7137,LOC101928093,101928093
7138,DUSP1,1843
7139,ERGIC1,57222
7140,LOC100268168,100268168
7141,RPL26L1,51121
7142,ATP6V0E1,8992
7143,SNORA74B,677841
7144,CREBRF,153222
7145,BNIP1,662
7146,NKX2-5,1482
7147,STC2,8614
7148,LOC285593,285593
7149,BOD1,91272
7150,LINC01484,101928136
7151,LINC01485,101928154
7152,CPEB4,80315
7153,C5orf47,133491
7154,HMP19,51617
7155,LINC01411,101928176
7156,MSX2,4488
7157,FLJ16171,441116
7158,DRD1,1812
7159,SFXN1,94081
7160,HRH2,3274
7161,CPLX2,10814
7162,THOC3,84321
7163,LOC100996385,100996385
7164,FAM153B,202134
7165,LOC100507387,100507387
7166,LOC643201,643201
7167,SIMC1,375484
7168,KIAA1191,57179
7169,ARL10,285598
7170,NOP16,51491
7171,HIGD2A,192286
7172,CLTB,1212
7173,FAF2,23197
7174,RNF44,22838
7175,CDHR2,54825
7176,GPRIN1,114787
7177,SNCB,6620
7178,EIF4E1B,253314
7179,TSPAN17,26262
7180,LINC01574,102577424
7181,UNC5A,90249
7182,HK3,3101
7183,UIMC1,51720
7184,ZNF346,23567
7185,FGFR4,2264
7186,NSD1,64324
7187,RAB24,53917
7188,PRELID1,27166
7189,MXD3,83463
7190,LMAN2,10960
7191,RGS14,10636
7192,SLC34A1,6569
7193,PFN3,345456
7194,F12,2161
7195,GRK6,2870
7196,PRR7-AS1,340037
7197,PRR7,80758
7198,DBN1,1627
7199,PDLIM7,9260
7200,DOK3,79930
7201,DDX41,51428
7202,FAM193B,54540
7203,TMED9,54732
7204,B4GALT7,11285
7205,LOC202181,202181
7206,FAM153A,285596
7207,LOC728554,728554
7208,PROP1,5626
7209,FAM153C,653316
7210,N4BP3,23138
7211,RMND5B,64777
7212,NHP2,55651
7213,GMCL1P1,64396
7214,HNRNPAB,3182
7215,PHYKPL,85007
7216,COL23A1,91522
7217,CLK4,57396
7218,ZNF354A,6940
7219,AACSP1,729522
7220,ZNF354B,117608
7221,ZFP2,80108
7222,ZNF454,285676
7223,GRM6,2916
7224,ZNF879,345462
7225,ZNF354C,30832
7226,ADAMTS2,9509
7227,RUFY1,80230
7228,LOC101928445,101928445
7229,HNRNPH1,3187
7230,C5orf60,285679
7231,CBY3,646019
7232,CANX,821
7233,MAML1,9794
7234,LTC4S,4056
7235,MGAT4B,11282
7236,SQSTM1,8878
7237,C5orf45,51149
7238,TBC1D9B,23061
7239,RNF130,55819
7240,RASGEF1C,255426
7241,MAPK9,5601
7242,GFPT2,9945
7243,CNOT6,57472
7244,SCGB3A1,92304
7245,FLT4,2324
7246,OR2Y1,134083
7247,MGAT1,4245
7248,HEIH,100859930
7249,LINC00847,729678
7250,ZFP62,643836
7251,BTNL8,79908
7252,BTNL3,10917
7253,BTNL9,153579
7254,OR2V1,26693
7255,OR2V2,285659
7256,LOC102577426,102577426
7257,TRIM7,81786
7258,TRIM41,90933
7259,GNB2L1,10399
7260,CTC-338M12.4,101928649
7261,TRIM52,84851
7262,TRIM52-AS1,100507602
7263,LOC100132287,100132287
7264,LINC00266-3,441123
7265,LOC285766,285766
7266,DUSP22,56940
7267,IRF4,3662
7268,EXOC2,55770
7269,HUS1B,135458
7270,LOC101927691,101927691
7271,LINC01622,285768
7272,FOXQ1,94234
7273,FOXF2,2295
7274,FOXCUT,101927703
7275,FOXC1,2296
7276,GMDS,2762
7277,GMDS-AS1,100508120
7278,LINC01600,154386
7279,MYLK4,340156
7280,WRNIP1,56897
7281,SERPINB1,1992
7282,SERPINB9P1,221756
7283,LOC101927730,101927730
7284,SERPINB9,5272
7285,SERPINB6,5269
7286,LINC01011,401232
7287,NQO2,4835
7288,HTATSF1P2,401233
7289,RIPK1,8737
7290,BPHL,670
7291,TUBB2A,7280
7292,LOC100507194,100507194
7293,TUBB2B,347733
7294,PSMG4,389362
7295,SLC22A23,63027
7296,PXDC1,221749
7297,FAM50B,26240
7298,HLA-DRB3,3125
7299,PRPF4B,8899
7300,FAM217A,222826
7301,C6orf201,404220
7302,ECI2,10455
7303,LOC100507506,100507506
7304,LOC102724096,102724096
7305,KU-MEL-3,497048
7306,CDYL,9425
7307,RPP40,10799
7308,LOC100129461,100129461
7309,PPP1R3G,648791
7310,LYRM4,57128
7311,FARS2,10667
7312,LOC101927972,101927972
7313,LOC101927950,101927950
7314,NRN1,51299
7315,F13A1,2162
7316,LY86-AS1,285780
7317,LY86,9450
7318,RREB1,6239
7319,SSR1,6745
7320,CAGE1,285782
7321,RIOK1,83732
7322,DSP,1832
7323,SNRNP48,154007
7324,BMP6,654
7325,TXNDC5,81567
7326,BLOC1S5-TXNDC5,100526836
7327,PIP5K1P1,206426
7328,BLOC1S5,63915
7329,EEF1E1-BLOC1S5,100526837
7330,EEF1E1,9521
7331,SCARNA27,100124533
7332,SLC35B3,51000
7333,LOC100506207,100506207
7334,HULC,728655
7335,TFAP2A,7020
7336,TFAP2A-AS1,100130275
7337,LINC00518,221718
7338,GCNT2,2651
7339,C6orf52,347744
7340,PAK1IP1,55003
7341,TMEM14C,51522
7342,TMEM14B,81853
7343,MAK,4117
7344,GCM2,9247
7345,SYCP2L,221711
7346,LOC101928191,101928191
7347,ELOVL2,54898
7348,ELOVL2-AS1,100506409
7349,SMIM13,221710
7350,ERVFRD-1,405754
7351,NEDD9,4739
7352,TMEM170B,100113407
7353,ADTRP,84830
7354,LOC101928253,101928253
7355,HIVEP1,3096
7356,EDN1,1906
7357,PHACTR1,221692
7358,LOC100130357,100130357
7359,TBC1D7,51256
7360,GFOD1,54438
7361,SIRT5,23408
7362,NOL7,51406
7363,RANBP9,10048
7364,MCUR1,63933
7365,RNF182,221687
7366,CD83,9308
7367,LINC01108,102216342
7368,JARID2,3720
7369,JARID2-AS1,100506681
7370,DTNBP1,84062
7371,MYLIP,29116
7372,GMPR,2766
7373,ATXN1,6310
7374,STMND1,401236
7375,RBM24,221662
7376,CAP2,10486
7377,LOC101928491,101928491
7378,FAM8A1,51439
7379,NUP153,9972
7380,KIF13A,63971
7381,NHLRC1,378884
7382,TPMT,7172
7383,KDM1B,221656
7384,DEK,7913
7385,RNF144B,255488
7386,LOC101928519,101928519
7387,ID4,3400
7388,MBOAT1,154141
7389,E2F3,1871
7390,CDKAL1,54901
7391,LINC00581,100874531
7392,SOX4,6659
7393,CASC15,401237
7394,NBAT1,729177
7395,PRL,5617
7396,HDGFL1,154150
7397,NRSN1,140767
7398,DCDC2,51473
7399,KAAG1,353219
7400,MRS2,57380
7401,GPLD1,2822
7402,ALDH5A1,7915
7403,KIAA0319,9856
7404,TDP2,51567
7405,ACOT13,55856
7406,C6orf62,81688
7407,GMNN,51053
7408,C6orf229,101928603
7409,FAM65B,9750
7410,CMAHP,8418
7411,LOC101928663,101928663
7412,LRRC16A,55604
7413,SCGN,10590
7414,HIST1H2AA,221613
7415,HIST1H2BA,255626
7416,HIST1H2APS1,387319
7417,SLC17A4,10050
7418,SLC17A1,6568
7419,SLC17A3,10786
7420,SLC17A2,10246
7421,TRIM38,10475
7422,HIST1H1A,3024
7423,HIST1H3A,8350
7424,HIST1H4A,8359
7425,HIST1H4B,8366
7426,HIST1H3B,8358
7427,HIST1H2AB,8335
7428,HIST1H2BB,3018
7429,HIST1H3C,8352
7430,HIST1H1C,3006
7431,HFE,3077
7432,HIST1H4C,8364
7433,HIST1H1T,3010
7434,HIST1H2BC,8347
7435,HIST1H2AC,8334
7436,HIST1H1E,3008
7437,HIST1H2BD,3017
7438,HIST1H2BE,8344
7439,HIST1H4D,8360
7440,HIST1H3D,8351
7441,HIST1H2AD,3013
7442,HIST1H2BF,8343
7443,HIST1H4E,8367
7444,HIST1H2BG,8339
7445,HIST1H2AE,3012
7446,HIST1H3E,8353
7447,HIST1H1D,3007
7448,HIST1H4F,8361
7449,HIST1H4G,8369
7450,HIST1H3F,8968
7451,HIST1H2BH,8345
7452,HIST1H3G,8355
7453,HIST1H2BI,8346
7454,HIST1H4H,8365
7455,BTN3A2,11118
7456,BTN2A2,10385
7457,BTN3A1,11119
7458,BTN2A3P,54718
7459,BTN3A3,10384
7460,BTN2A1,11120
7461,LOC285819,285819
7462,BTN1A1,696
7463,HCG11,493812
7464,HMGN4,10473
7465,ABT1,29777
7466,ZNF322,79692
7467,GUSBP2,387036
7468,LINC00240,100133205
7469,LOC100270746,100270746
7470,HIST1H2BJ,8970
7471,HIST1H2AG,8969
7472,HIST1H2BK,85236
7473,HIST1H4I,8294
7474,HIST1H2AH,85235
7475,PRSS16,10279
7476,POM121L2,94026
7477,VN1R10P,387316
7478,ZNF204P,7754
7479,ZNF391,346157
7480,ZNF184,7738
7481,LINC01012,100507173
7482,LOC100131289,100131289
7483,HIST1H2BL,8340
7484,HIST1H2AI,8329
7485,HIST1H3H,8357
7486,HIST1H2AJ,8331
7487,HIST1H2BM,8342
7488,HIST1H4J,8363
7489,HIST1H4K,8362
7490,HIST1H2AK,8330
7491,HIST1H2BN,8341
7492,HIST1H2AL,8332
7493,HIST1H1B,3009
7494,HIST1H3I,8354
7495,HIST1H4L,8368
7496,HIST1H3J,8356
7497,HIST1H2AM,8336
7498,HIST1H2BO,8348
7499,OR2B2,81697
7500,OR2B6,26212
7501,ZNF165,7718
7502,ZSCAN12P1,221584
7503,ZSCAN16-AS1,100129195
7504,ZSCAN16,80345
7505,ZKSCAN8,7745
7506,ZNF192P1,651302
7507,TOB2P1,222699
7508,ZSCAN9,7746
7509,ZKSCAN4,387032
7510,NKAPL,222698
7511,ZSCAN26,7741
7512,PGBD1,84547
7513,ZSCAN31,64288
7514,ZKSCAN3,80317
7515,ZSCAN12,9753
7516,ZSCAN23,222696
7517,GPX6,257202
7518,GPX5,2880
7519,ZBED9,114821
7520,HCG14,414760
7521,TRIM27,5987
7522,C6orf100,729583
7523,ZNF311,282890
7524,OR2J2,26707
7525,OR11A1,26531
7526,OR2H1,26716
7527,UBD,10537
7528,GABBR1,2550
7529,MOG,4340
7530,ZFP57,346171
7531,HLA-F,3134
7532,HLA-F-AS1,285830
7533,IFITM4P,340198
7534,HCG4,54435
7535,LOC554223,554223
7536,HLA-G,3135
7537,HLA-H,3136
7538,HCG4B,80868
7539,HLA-A,3105
7540,HCG9,10255
7541,HLA-J,3137
7542,HCG8,100507399
7543,ZNRD1,30834
7544,PPP1R11,6992
7545,RNF39,80352
7546,TRIM31,11074
7547,TRIM31-AS1,104533120
7548,TRIM10,10107
7549,TRIM15,89870
7550,TRIM26,7726
7551,HCG17,414778
7552,HLA-L,3139
7553,HCG18,414777
7554,TRIM39,56658
7555,TRIM39-RPP21,202658
7556,RPP21,79897
7557,HLA-E,3133
7558,GNL1,2794
7559,PRR3,80742
7560,ABCF1,23
7561,PPP1R10,5514
7562,MRPS18B,28973
7563,ATAT1,79969
7564,C6orf136,221545
7565,DHX16,8449
7566,PPP1R18,170954
7567,NRM,11270
7568,MDC1,9656
7569,TUBB,203068
7570,FLOT1,10211
7571,IER3,8870
7572,LINC00243,401247
7573,DDR1,780
7574,GTF2H4,2968
7575,VARS2,57176
7576,SFTA2,389376
7577,DPCR1,135656
7578,MUC21,394263
7579,MUC22,100507679
7580,HCG22,285834
7581,C6orf15,29113
7582,PSORS1C1,170679
7583,CDSN,1041
7584,PSORS1C2,170680
7585,CCHCR1,54535
7586,TCF19,6941
7587,POU5F1,5460
7588,PSORS1C3,100130889
7589,HCG27,253018
7590,HLA-C,3107
7591,HLA-B,3106
